Date,BTC,ETH,XRP,ADA
7/12/2017,2383.42,224.04,N/A,N/A
7/13/2017,2340,205,N/A,N/A
7/14/2017,2217.24,197.23,N/A,N/A
7/15/2017,1964.31,167.72,N/A,N/A
7/16/2017,1911.78,155.68,N/A,N/A
7/17/2017,2235.19,190.87,N/A,N/A
7/18/2017,2308.15,227.01,N/A,N/A
7/19/2017,2258.99,194.74,N/A,N/A
7/20/2017,2873.48,226.06,N/A,N/A
7/21/2017,2657.45,216.6,N/A,N/A
7/22/2017,2825.27,230.69,N/A,N/A
7/23/2017,2754.28,228.31,N/A,N/A
7/24/2017,2762.26,225.96,N/A,N/A
7/25/2017,2564,203.78,N/A,N/A
7/26/2017,2525.99,203.23,N/A,N/A
7/27/2017,2664.99,202.94,N/A,N/A
7/28/2017,2786.07,190.72,N/A,N/A
7/29/2017,2700.21,205.9,N/A,N/A
7/30/2017,2723.99,196.95,N/A,N/A
7/31/2017,2856.88,200.82,N/A,N/A
8/1/2017,2732.59,225.73,N/A,N/A
8/2/2017,2699.9,217.92,N/A,N/A
8/3/2017,2787.02,224,N/A,N/A
8/4/2017,2857.34,220.72,N/A,N/A
8/5/2017,3243.49,251.85,N/A,N/A
8/6/2017,3222.22,263.96,N/A,N/A
8/7/2017,3398.23,269.9,N/A,N/A
8/8/2017,3422.43,295.95,N/A,N/A
8/9/2017,3342.8,295.26,N/A,N/A
8/10/2017,3444.98,300.51,N/A,N/A
8/11/2017,3656.15,309.65,N/A,N/A
8/12/2017,3874,308.35,N/A,N/A
8/13/2017,4060.47,296.66,N/A,N/A
8/14/2017,4320.6,299.16,N/A,N/A
8/15/2017,4159.93,286.71,N/A,N/A
8/16/2017,4370.01,300.45,N/A,N/A
8/17/2017,4280.01,300.67,N/A,N/A
8/18/2017,4101.72,292.87,N/A,N/A
8/19/2017,4157.41,293.58,N/A,N/A
8/20/2017,4050.99,297.79,N/A,N/A
8/21/2017,4002,322,N/A,N/A
8/22/2017,4092,314.19,N/A,N/A
8/23/2017,4143.49,317.5,N/A,N/A
8/24/2017,4312.03,324.56,N/A,N/A
8/25/2017,4360,330.14,N/A,N/A
8/26/2017,4344.32,332.99,N/A,N/A
8/27/2017,4340.11,348.2,N/A,N/A
8/28/2017,4384.99,347.54,N/A,N/A
8/29/2017,4599,372.48,N/A,N/A
8/30/2017,4581.98,384.1,N/A,N/A
8/31/2017,4743.94,389.2,N/A,N/A
9/1/2017,4947.99,392.87,N/A,N/A
9/2/2017,4649.99,354.87,N/A,N/A
9/3/2017,4626.05,353.06,N/A,N/A
9/4/2017,4498.25,316.86,N/A,N/A
9/5/2017,4432.51,320.08,N/A,N/A
9/6/2017,4616.18,339.38,N/A,N/A
9/7/2017,4624.18,335.56,N/A,N/A
9/8/2017,4350,307.96,N/A,N/A
9/9/2017,4334.36,304.99,N/A,N/A
9/10/2017,4251.36,300.33,N/A,N/A
9/11/2017,4210.72,298.47,N/A,N/A
9/12/2017,4164.52,294.5,N/A,N/A
9/13/2017,3855.32,275.71,N/A,N/A
9/14/2017,3250.4,223.85,N/A,N/A
9/15/2017,3740.02,260.88,N/A,N/A
9/16/2017,3726.51,255.84,N/A,N/A
9/17/2017,3719.97,259.66,N/A,N/A
9/18/2017,4100,298,N/A,N/A
9/19/2017,3910.11,282.8,N/A,N/A
9/20/2017,3872.06,283.55,N/A,N/A
9/21/2017,3617.47,258.11,N/A,N/A
9/22/2017,3619.01,263.88,N/A,N/A
9/23/2017,3787.33,286.03,N/A,N/A
9/24/2017,3669.01,283.21,N/A,N/A
9/25/2017,3919.78,294.41,N/A,N/A
9/26/2017,3885.09,288.77,N/A,N/A
9/27/2017,4200,309.85,N/A,N/A
9/28/2017,4189.42,302.33,N/A,N/A
9/29/2017,4156.99,291.88,N/A,N/A
9/30/2017,4339,301.57,N/A,N/A
10/1/2017,4394.81,303.25,N/A,N/A
10/2/2017,4392.71,296.72,N/A,N/A
10/3/2017,4307.99,292.36,N/A,N/A
10/4/2017,4214.84,292,N/A,N/A
10/5/2017,4320.04,294.89,N/A,N/A
10/6/2017,4362.99,307.73,N/A,N/A
10/7/2017,4425,311.12,N/A,N/A
10/8/2017,4603.49,309.2,N/A,N/A
10/9/2017,4769.55,297,N/A,N/A
10/10/2017,4750,297.99,N/A,N/A
10/11/2017,4814.99,302,N/A,N/A
10/12/2017,5440,302.12,N/A,N/A
10/13/2017,5624.8,335.89,N/A,N/A
10/14/2017,5819.13,338.37,N/A,N/A
10/15/2017,5693.7,336.89,N/A,N/A
10/16/2017,5754.9,334.36,N/A,N/A
10/17/2017,5594,316.37,N/A,N/A
10/18/2017,5574.44,313.59,N/A,N/A
10/19/2017,5704.01,308.02,N/A,N/A
10/20/2017,5989.1,303.15,N/A,N/A
10/21/2017,6024.86,300,N/A,N/A
10/22/2017,6005.05,295.14,N/A,N/A
10/23/2017,5905.99,285.83,0.1774146,N/A
10/24/2017,5525.43,296.99,0.167556,N/A
10/25/2017,5739.97,296.76,0.1701414,N/A
10/26/2017,5891.61,295.98,0.1753698,N/A
10/27/2017,5780,297.59,0.1727157,N/A
10/28/2017,5752.01,295.11,0.1719051,N/A
10/29/2017,6140.01,303.38,0.1845414,N/A
10/30/2017,6124.16,306.87,0.1831362,N/A
10/31/2017,6445.01,303.51,0.191211,N/A
11/1/2017,6783.69,290.82,0.131354,N/A
11/2/2017,7039.98,285.4,0.1409432,N/A
11/3/2017,7170.01,306,0.143111,N/A
11/4/2017,7412.55,301.66,0.1474732,N/A
11/5/2017,7392,296.57,0.1470016,N/A
11/6/2017,6969.76,297.32,0.1424716,N/A
11/7/2017,7126.63,292.42,0.1414584,N/A
11/8/2017,7467.96,307.91,0.1449412,N/A
11/9/2017,7156,320.72,0.2133678,N/A
11/10/2017,6577.62,298.04,0.1980582,N/A
11/11/2017,6346.7,315.69,0.1870419,N/A
11/12/2017,5886.35,307.1,0.1806399,N/A
11/13/2017,6535.87,315.56,0.1935549,N/A
11/14/2017,6605,335.04,0.1976307,N/A
11/15/2017,7294,331.81,0.1458392,N/A
11/16/2017,7838.53,330.21,0.1579152,N/A
11/17/2017,7714.71,332.31,0.154615,N/A
11/18/2017,7777.01,346.6,0.1550308,N/A
11/19/2017,8031.82,354.59,0.1607958,N/A
11/20/2017,8256.01,368.24,0.1653094,N/A
11/21/2017,8109,361.51,0.1628886,N/A
11/22/2017,8250,381.73,0.1640852,N/A
11/23/2017,8031.16,406.61,0.2450445,N/A
11/24/2017,8215.01,470.98,0.1649682,N/A
11/25/2017,8795.5,466.77,0.1767078,N/A
11/26/2017,9401.11,473.99,0.1915834,N/A
11/27/2017,9768.71,477.53,0.1928608,N/A
11/28/2017,9949,468.52,0.1987502,0.1015946
11/29/2017,9935.98,434.01,0.2031892,0.0967747
11/30/2017,9903,434,0.1935494,0.1082012
12/1/2017,10869.84,463.82,0.2164024,0.1091904
12/2/2017,10930.24,460.34,0.2183808,0.1125003
12/3/2017,11290,464.76,0.2250006,0.1146923
12/4/2017,11643.98,468.22,0.2293846,0.1175585
12/5/2017,11718.35,457.3,0.235117,0.1322741
12/6/2017,14090,432.49,0.1322741,0.1616585
12/7/2017,17390.01,433.28,0.1616585,0.1592665
12/8/2017,16367.03,463.45,0.1592665,0.1576498
12/9/2017,15309.98,485.04,0.1576498,0.1537863
12/10/2017,15290.01,447.51,0.1537863,0.171922
12/11/2017,16885.76,518,0.171922,0.1724216
12/12/2017,17730.12,686.82,0.3448432,0.1669539
12/13/2017,16689.61,711.94,0.3339078,0.1644668
12/14/2017,16749.78,705.01,0.6578672,0.1758491
12/15/2017,17738.67,693.5,0.7033964,0.3843426
12/16/2017,19650.01,703.59,0.5765139,0.365778
12/17/2017,19378.99,732.18,0.548667,0.3739964
12/18/2017,19039.01,785.65,0.7479928,0.50931
12/19/2017,17838.73,826.65,0.67908,0.3247132
12/20/2017,16496.89,802.86,0.6494264,0.4681053
12/21/2017,15758.8,796.98,0.9362106,0.2997174
12/22/2017,14210.57,682.11,1.0490109,0.2909912
12/23/2017,15075.89,732.8,1.0184692,0.2816806
12/24/2017,14221.94,697.04,0.9858821,0.4191111
12/25/2017,14171.98,740.5,0.9779259,0.3183184
12/26/2017,15790.88,755.07,0.9549552,0.3037756
12/27/2017,15367.08,739.99,1.2151024,0.278125
12/28/2017,14450.01,719.5,1.1125,0.4347855
12/29/2017,14565.05,748.89,1.739142,0.650611
12/30/2017,12839.99,710.58,1.951833,0.6940495
12/31/2017,13863.13,741.27,1.9433386,0.679207
1/1/2018,13480.01,759.03,1.9017796,0.7378315
1/2/2018,14781.51,865,2.0659282,1.07088022
1/3/2018,15098.14,938.31,2.77523888,1.20873465
1/4/2018,15144.99,949,2.9248394,0.94930528
1/5/2018,16960.01,969.27,2.44107072,1.00318939
1/6/2018,17098.99,1006.68,2.70351039,0.94610158
1/7/2018,16174.22,1118.3,2.6458773,0.895116
1/8/2018,14993.74,1137.01,2.4466504,0.81440576
1/9/2018,14480.99,1290.01,2.1087292,0.7681767
1/10/2018,14875.18,1246.94,1.9856643,0.71405681
1/11/2018,13308.06,1137.01,1.98049719,0.85083158
1/12/2018,13820,1260,1.96240187,0.8558652
1/13/2018,14187.95,1386.02,1.95422554,0.823188
1/14/2018,13656.23,1365.46,1.8658928,0.80662572
1/15/2018,13590,1278.63,1.76623218,0.5317915
1/16/2018,11570.01,1080,1.04231134,0.6817164
1/17/2018,11200.01,1028.06,1.34070892,0.66722156
1/18/2018,11305.53,1025.78,1.63354244,0.63426832
1/19/2018,11498.99,1037.45,1.51771348,0.67978955
1/20/2018,12762.8,1150.02,1.50789682,0.62020335
1/21/2018,11518.17,1047.13,1.404234,0.53753128
1/22/2018,10766.7,999.68,1.17843396,0.57182008
1/23/2018,10824.94,984.03,1.3745675,0.62829648
1/24/2018,11356.79,1056.99,1.33513002,0.64124145
1/25/2018,11118,1040,1.31623245,0.6093192
1/26/2018,11086.89,1045.57,1.1859963,0.61938648
1/27/2018,11319,1100,1.21583272,0.63482292
1/28/2018,11536,1215.01,1.34018172,0.59683353
1/29/2018,11123.01,1162.27,1.27249413,0.51825486
1/30/2018,9995,1054.39,1.1178046,0.49110299
1/31/2018,10099.99,1105.01,1.09245359,0.42285776
2/1/2018,9014.23,1017.48,0.9652188,0.36958629
2/2/2018,8787.52,911.99,0.859503,0.454291
2/3/2018,9240,969.4,0.93583946,0.38778337
2/4/2018,8167.91,826,0.81682029,0.32957712
2/5/2018,6905.19,693.54,0.70214256,0.35759526
2/6/2018,7688.46,783.83,0.76183338,0.35611752
2/7/2018,7575.75,750.04,0.76079652,0.335708
2/8/2018,8218.1,812,0.73692,0.37619736
2/9/2018,8671.01,875.99,0.88919376,0.37004572
2/10/2018,8547.49,849.47,0.98398521,0.35365522
2/11/2018,8072.99,811.35,0.9869448,0.36226165
2/12/2018,8872.28,864.4,1.0426067,0.35087144
2/13/2018,8520.01,840.49,0.9841516,0.3806973
2/14/2018,9472.98,920.26,1.1328066,0.38512773
2/15/2018,10031.23,929.3,1.09613277,0.38311258
2/16/2018,10167.49,936.02,1.1090101,0.40062996
2/17/2018,11121.5,974.99,1.16850405,0.3656086
2/18/2018,10380.04,912.41,1.08637984,0.37727547
2/19/2018,11140,939.01,1.12039382,0.36266466
2/20/2018,11235.57,884.76,1.06459626,0.32901216
2/21/2018,10454.27,840.34,0.94590996,0.31708992
2/22/2018,9830,806,0.8918154,0.3214976
2/23/2018,10144.99,854.01,0.9343524,0.329043495
2/24/2018,9688.62,833.2,0.927304395,0.31632414
2/25/2018,9597.99,841.96,0.90104452,0.3321808
2/26/2018,10300,867.09,0.92387785,0.33366819
2/27/2018,10566.57,871.07,0.94718712,0.30573395
2/28/2018,10307.27,849.99,0.89611675,0.30633932
3/1/2018,10895.92,868.74,0.91901796,0.2980287
3/2/2018,11000,854.31,0.9051242,0.2840195
3/3/2018,11432.5,854.34,0.89750162,0.29823274
3/4/2018,11469.9,861.74,0.97499165,0.30081948
3/5/2018,11377.54,848.83,0.97187832,0.28046304
3/6/2018,10700,815.43,0.94925952,0.2486545
3/7/2018,9925,751.38,0.86531766,0.21467832
3/8/2018,9304.89,698.83,0.81204408,0.20715318
3/9/2018,9255,728.46,0.80159274,0.18734606
3/10/2018,8795.44,683.6,0.75789997,0.21895448
3/11/2018,9533.88,719.79,0.81869936,0.21623088
3/12/2018,9120,696.51,0.78383694,0.20835769
3/13/2018,9145.41,690.39,0.77001755,0.19919736
3/14/2018,8207.02,614.63,0.69719076,0.1818003
3/15/2018,8259.99,610.99,0.6776193,0.17906658
3/16/2018,8275,600.51,0.69068538,0.14973463
3/17/2018,7857.6,549.79,0.6304616,0.15592198
3/18/2018,8192,538,0.64830718,0.17686767
3/19/2018,8589,555.55,0.6737816,0.19618478
3/20/2018,8900,558,0.70448171,0.21325368
3/21/2018,8891.81,559.98,0.67530332,0.19778459
3/22/2018,8715.09,539.89,0.64494975,0.18099186
3/23/2018,8927.1,543.04,0.62054352,0.18754384
3/24/2018,8531.34,519.57,0.63082928,0.17753988
3/25/2018,8453,522.55,0.634071,0.1579552
3/26/2018,8145,486.75,0.57653648,0.1598824
3/27/2018,7793.61,449,0.58357076,0.1581758
3/28/2018,7942.72,445.47,0.56943288,0.1426158
3/29/2018,7080,383.29,0.51341688,0.143934
3/30/2018,6848.01,394.46,0.493488,0.15239576
3/31/2018,6928.5,394.54,0.49874976,0.15269342
4/1/2018,6816.01,378.18,0.49972392,0.14560518
4/2/2018,7045.01,384,0.4853506,0.16300944
4/3/2018,7424.9,416.28,0.53348544,0.15040828
4/4/2018,6791.68,378.43,0.49224528,0.14823506
4/5/2018,6785.85,381.55,0.492503144,0.14272192
4/6/2018,6619.01,370.32,0.47234474,0.147148049
4/7/2018,6894.01,384.61,0.484885231,0.155826034
4/8/2018,7020.01,399.9,0.497898602,0.151288653
4/9/2018,6771.13,398.8,0.485912324,0.155676352
4/10/2018,6824.99,415.45,0.490695143,0.166580323
4/11/2018,6942.99,430.81,0.539320286,0.215892772
4/12/2018,7916,493.41,0.641740672,0.201129245
4/13/2018,7893.19,495.76,0.641690561,0.204365972
4/14/2018,8003.11,502.4,0.640624108,0.226186092
4/15/2018,8355.25,533.74,0.691760124,0.256245137
4/16/2018,8048.93,511.28,0.662886272,0.242515321
4/17/2018,7892.1,502.42,0.654783476,0.262448812
4/18/2018,8152.05,525.89,0.71083289,0.270062381
4/19/2018,8274,567.29,0.783710438,0.30145182
4/20/2018,8866.27,617.17,0.925634412,0.286616286
4/21/2018,8915.42,605.16,0.864484641,0.281684743
4/22/2018,8795.01,620.07,0.862032729,0.287490123
4/23/2018,8931.3,642.85,0.87391632,0.308843043
4/24/2018,9645.1,703.38,0.920740132,0.267709987
4/25/2018,8865.98,617.49,0.790668056,0.293142851
4/26/2018,9272.11,661,0.848869618,0.284074793
4/27/2018,8922.55,643.11,0.805280193,0.35525594
4/28/2018,9329.99,682,0.861243502,0.361450541
4/29/2018,9389.01,687.51,0.866785841,0.340357294
4/30/2018,9243.83,669.81,0.829892072,0.355011248
5/1/2018,9072.29,670.75,0.836650133,0.370807083
5/2/2018,9190.48,685.02,0.857502905,0.365933387
5/3/2018,9725.74,775.51,0.879994269,0.357507374
5/4/2018,9685,783.01,0.888483881,0.363395639
5/5/2018,9800,812,0.897835644,0.3450161
5/6/2018,9600,784.28,0.861046883,0.330923038
5/7/2018,9353,752.42,0.825762101,0.321850459
5/8/2018,9177.82,746.99,0.806003933,0.318241888
5/9/2018,9300.08,750,0.794255053,0.291805653
5/10/2018,9010.51,723.51,0.74863119,0.255711737
5/11/2018,8403.33,678.05,0.677358703,0.2646075
5/12/2018,8475,684.66,0.683830454,0.277044694
5/13/2018,8686.1,729.29,0.730358966,0.265787299
5/14/2018,8670,726.9,0.727207923,0.253898716
5/15/2018,8477.46,706.08,0.69017061,0.251878896
5/16/2018,8344,707.45,0.70702848,0.238800531
5/17/2018,8059,668.56,0.657506045,0.243652826
5/18/2018,8238.51,694.5,0.67651138,#N/A
5/19/2018,8235.6,695.96,0.67651138,0.255079059
5/20/2018,8516.86,714,0.69786905,0.24601745
5/21/2018,8393.44,696.77,0.67575032,0.220785298
5/22/2018,7987.7,640.5,0.638925943,0.198395977
5/23/2018,7505,577.2,0.591661226,0.206704284
5/24/2018,7584.15,602.64,0.628065931,0.198263984
5/25/2018,7459.11,584.02,0.606142657,0.194985032
5/26/2018,7337.95,584.99,0.608649667,0.192143819
5/27/2018,7346.64,570.75,0.604006633,0.172655941
5/28/2018,7107.94,511.33,0.547087088,0.201333891
5/29/2018,7460,566.66,0.59774027,0.207884336
5/30/2018,7380.01,557.22,0.60064488,0.218087426
5/31/2018,7485,577.1,0.597032625,#N/A
6/1/2018,7514.32,578.89,0.597032625,0.226357292
6/2/2018,7636.42,590.46,0.642350843,0.225999104
6/3/2018,7706.37,618.63,0.687793178,0.211771984
6/4/2018,7487.37,591.5,0.654867591,0.218149434
6/5/2018,7612.51,607.6,0.674030701,0.214414589
6/6/2018,7655,606.18,0.673251094,0.210187186
6/7/2018,7684.93,603.56,0.677150232,0.204598261
6/8/2018,7618.8,598.59,0.672675815,0.200672984
6/9/2018,7496.4,593.41,0.65806951,0.173044141
6/10/2018,6770.31,525.25,0.580258477,0.179107889
6/11/2018,6881,531.68,0.599274898,0.163559226
6/12/2018,6545,494.14,0.5572158,0.157965067
6/13/2018,6302.31,476.02,0.530162774,0.170687436
6/14/2018,6638.49,519.75,0.556791443,0.161025312
6/15/2018,6391.22,487.45,0.533000813,0.162228583
6/16/2018,6484.29,497.31,0.533231524,0.160666169
6/17/2018,6447.16,496.5,0.526315753,0.163700558
6/18/2018,6709.02,517.47,0.538486912,0.166642208
6/19/2018,6736.41,538.5,0.548019806,0.16169609
6/20/2018,6759.18,536,0.539572823,0.157861491
6/21/2018,6719.01,525.49,0.534672637,0.138001186
6/22/2018,6059.82,462.01,0.481825428,0.137510705
6/23/2018,6178.29,475.17,0.491542084,0.131025174
6/24/2018,6149.99,454.79,0.474973943,0.135089327
6/25/2018,6246.01,458.41,0.480560599,0.125424449
6/26/2018,6074,429.08,0.454374702,0.127172702
6/27/2018,6132.17,441.41,0.470183357,0.11878201
6/28/2018,5851.66,420,0.447712281,0.125410084
6/29/2018,6202.36,434.6,0.453835502,0.137965032
6/30/2018,6383.19,453.29,0.467484291,0.1417495
7/1/2018,6349.5,451.43,0.460796965,0.15446933
7/2/2018,6611.79,476.34,0.489759808,0.149302832
7/3/2018,6502.62,461.75,0.483949352,0.151300859
7/4/2018,6587.47,466.9,0.491480567,0.147461184
7/5/2018,6532.95,467.25,0.476699652,0.145379445
7/6/2018,6600,469.3,0.47716485,0.148072208
7/7/2018,6753.28,484.48,0.485942368,0.144846662
7/8/2018,6701.97,486.08,0.478349561,0.139135133
7/9/2018,6664.01,471.6,0.472313133,0.12816337
7/10/2018,6303.7,432.59,0.44255133,0.131429752
7/11/2018,6390.04,446.25,0.449813056,0.126833178
7/12/2018,6249.75,431.46,0.436086528,0.137262158
7/13/2018,6216.29,432.8,0.437970148,0.136436845
7/14/2018,6248.65,434.13,0.437810399,0.142149408
7/15/2018,6348.73,449.41,0.446319937,0.156241994
7/16/2018,6728.81,478.18,0.480946025,0.171150945
7/17/2018,7315.01,499.01,0.506501429,0.180106012
7/18/2018,7378.99,478.81,0.488521878,0.181589283
7/19/2018,7470.01,468.39,0.476391638,0.161068255
7/20/2018,7334.46,448.21,0.444624664,0.163833776
7/21/2018,7408,461.5,0.455572217,0.169350292
7/22/2018,7397.8,456.9,0.448345464,0.164075113
7/23/2018,7720.09,449,0.444608056,0.174067523
7/24/2018,8385.5,478.79,0.458476154,0.172443861
7/25/2018,8157.15,470.81,0.459196171,0.164430605
7/26/2018,7931.99,461.42,0.449168544,0.165316677
7/27/2018,8184.21,469.3,0.454457505,0.16216804
7/28/2018,8228.9,468.12,0.454891616,0.162723671
7/29/2018,8216.34,466.01,0.452978627,0.15309696
7/30/2018,8170.01,456.46,0.445803961,0.141652019
7/31/2018,7727.27,432.35,0.43493591,0.139659578
8/1/2018,7603.99,419.6,0.446119981,0.130954129
8/2/2018,7533.92,410.71,0.429858058,0.129424905
8/3/2018,7414.08,417.8,0.440712198,0.12626757
8/4/2018,7005,407,0.429562132,0.130432627
8/5/2018,7030.01,408.83,0.434306916,0.129364182
8/6/2018,6938,404.99,0.412287669,0.1236631
8/7/2018,6718.22,378.08,0.378176671,0.112628576
8/8/2018,6282.5,355.7,0.331544877,0.121908579
8/9/2018,6546.45,363.99,0.344166342,0.114599084
8/10/2018,6146.01,330.99,0.318555974,0.109920317
8/11/2018,6235.56,318.02,0.297501051,0.111594746
8/12/2018,6316.01,318.15,0.295397856,0.100962371
8/13/2018,6253.67,284.11,0.27425506,0.093674571
8/14/2018,6195.01,279.4,0.272676474,0.09354661
8/15/2018,6269.01,281.21,0.279636648,0.094621077
8/16/2018,6315.9,286.67,0.291753582,0.109223678
8/17/2018,6585.49,317.54,0.366552825,0.098310719
8/18/2018,6396.64,296.61,0.328320341,0.101593937
8/19/2018,6489.53,300.03,0.342409194,0.092027562
8/20/2018,6258.74,270.76,0.314923453,0.094483965
8/21/2018,6475.89,281.49,0.33351091,0.089286483
8/22/2018,6359.99,270.47,0.31783702,0.09199533
8/23/2018,6526.36,275.87,0.32550189,0.093895635
8/24/2018,6690.88,281.35,0.326459662,0.094146683
8/25/2018,6737.52,277.97,0.326088655,0.093124301
8/26/2018,6709.98,274.25,0.322652254,0.100558058
8/27/2018,6911.9,287.99,0.339107186,0.105425993
8/28/2018,7071.01,295.39,0.350736005,0.10546964
8/29/2018,7030.9,289,0.34462328,0.100731775
8/30/2018,6983,284.52,0.334748035,0.101607647
8/31/2018,7015.01,281.94,0.334554925,0.106900165
9/1/2018,7191.08,294.64,0.346382433,0.104789946
9/2/2018,7295,295.06,0.341807874,0.103483928
9/3/2018,7256.98,288.6,0.334852203,0.105227122
9/4/2018,7360,285.43,0.330619202,0.086327942
9/5/2018,6687.96,227.56,0.279691776,0.08779861
9/6/2018,6495,229.03,0.300866093,0.083062077
9/7/2018,6395.01,215.21,0.287478169,0.077300625
9/8/2018,6188,197,0.276612557,0.075624316
9/9/2018,6235.01,195.91,0.275978835,0.073188692
9/10/2018,6300,196.94,0.269473193,0.069944911
9/11/2018,6282.53,185.15,0.262670818,0.06608948
9/12/2018,6326,182.79,0.269295641,0.069259373
9/13/2018,6485.99,211.39,0.27885328,0.067800436
9/14/2018,6478.04,210,0.276197566,0.068976522
9/15/2018,6518.68,221.69,0.281056507,0.069887148
9/16/2018,6498,220.19,0.281108861,0.063333267
9/17/2018,6250.7,195.97,0.270588724,0.069170122
9/18/2018,6335.7,208.5,0.319745081,0.072087434
9/19/2018,6386.94,209.81,0.326502396,0.080852043
9/20/2018,6493.11,224.41,0.44900484,0.087545318
9/21/2018,6750,247.76,0.562154429,0.08316265
9/22/2018,6707.33,240.71,0.5728684,0.089697781
9/23/2018,6696.99,244.35,0.571706034,0.08231875
9/24/2018,6582.09,228.01,0.491282506,0.080843696
9/25/2018,6436.89,219.19,0.524775998,0.079012771
9/26/2018,6455.66,214.15,0.512064778,0.086276619
9/27/2018,6680.01,229,0.542673245,0.083729322
9/28/2018,6620.01,220.67,0.539765748,0.084324854
9/29/2018,6581,231.01,0.568846628,0.084918691
9/30/2018,6605,232.27,0.581656629,0.084299018
10/1/2018,6572.83,230.4,0.575790634,0.082073706
10/2/2018,6498.46,224.85,0.516236442,0.080477857
10/3/2018,6466.03,219.01,0.527159147,0.081352542
10/4/2018,6547.45,221,0.527509086,0.083007708
10/5/2018,6593.94,226.89,0.519079277,0.081337946
10/6/2018,6552.43,223.85,0.488225101,0.084390743
10/7/2018,6570,224.82,0.480849361,0.086627479
10/8/2018,6608.07,227.68,0.490977694,0.08622341
10/9/2018,6589.48,226.15,0.479601137,0.084438446
10/10/2018,6524.56,223.61,0.460674661,0.070298445
10/11/2018,6154.69,188.32,0.379686125,0.072272891
10/12/2018,6188.01,194.1,0.415180724,0.073197442
10/13/2018,6196,196.72,0.419564717,0.071010888
10/14/2018,6183.49,191.87,0.403502294,0.073872043
10/15/2018,6440.42,204.53,0.44446888,0.074767977
10/16/2018,6457.11,205.43,0.467495244,0.077450682
10/17/2018,6443.7,203.21,0.469467275,0.074901418
10/18/2018,6394.96,199.2,0.457292868,0.076069275
10/19/2018,6382.99,200,0.45576935,0.075715714
10/20/2018,6414,202.69,0.456608179,0.075494133
10/21/2018,6415.88,202.12,0.45496507,0.075521611
10/22/2018,6407.65,201.25,0.4514557,0.075273821
10/23/2018,6395.14,201.12,0.466528684,0.074571058
10/24/2018,6415.98,200.68,0.459388924,0.0742451
10/25/2018,6395.58,199.65,0.460047516,0.073950667
10/26/2018,6404.87,200.7,0.461770757,0.073018668
10/27/2018,6409.12,201.46,0.458067421,0.073446458
10/28/2018,6403.62,202.43,0.463217875,0.069829522
10/29/2018,6266,194.31,0.442400959,0.069721854
10/30/2018,6267.63,195.35,0.445715089,0.070188007
10/31/2018,6304.18,196.95,0.451752075,0.071011789
11/1/2018,6344,197.96,0.458655316,0.072675202
11/2/2018,6349.8,199.75,0.459945746,0.07149044
11/3/2018,6331.96,198.35,0.455984124,0.076821674
11/4/2018,6423.28,210.06,0.467592523,0.076257984
11/5/2018,6404,208.53,0.49831867,0.080998617
11/6/2018,6448.5,218.65,0.550250047,0.078539686
11/7/2018,6503.12,216.84,0.537767237,0.076372906
11/8/2018,6406.24,210.34,0.494084367,0.074201436
11/9/2018,6334.89,208.01,0.501923088,0.07505737
11/10/2018,6347.42,210.29,0.506618051,0.076529442
11/11/2018,6357.6,209.88,0.50685052,0.07608432
11/12/2018,6327.87,208.77,0.518906558,0.073092075
11/13/2018,6259.34,203.2,0.507407489,0.065052781
11/14/2018,5605.46,177.79,0.47367895,0.063418825
11/15/2018,5579.52,178.89,0.481714166,0.061131248
11/16/2018,5512.24,172.4,0.474619568,0.060738177
11/17/2018,5504.17,172.49,0.495223079,0.061971015
11/18/2018,5560,175.87,0.513752064,0.051647372
11/19/2018,4733.5,145.21,0.474313884,0.044884487
11/20/2018,4349.23,127.55,0.435228982,0.047841633
11/21/2018,4545.11,134.73,0.448261516,0.043593485
11/22/2018,4265.36,123.25,0.422382135,0.043063127
11/23/2018,4283.8,121.44,0.40653188,0.038639675
11/24/2018,3774.99,110.16,0.376430752,0.03775214
11/25/2018,3936.69,114.3,0.376969543,0.035666569
11/26/2018,3731.32,106.95,0.355581446,0.036579425
11/27/2018,3775,108.7,0.36210864,0.042024173
11/28/2018,4225.03,121.94,0.390954092,0.041872819
11/29/2018,4248,116.38,0.380262281,0.038808958
11/30/2018,3976,111.65,0.362852299,0.041509355
12/1/2018,4142.01,116.82,0.373883186,0.041580192
12/2/2018,4103.19,114.76,0.367457094,0.038555726
12/3/2018,3833.47,107.21,0.348224843,0.037335808
12/4/2018,3901.84,108.61,0.350531043,0.034212517
12/5/2018,3694.39,100.76,0.338017561,0.030611314
12/6/2018,3433.26,89.09,0.308991604,0.029661657
12/7/2018,3380.01,92.45,0.300837903,0.030569599
12/8/2018,3401,89.99,0.306619513,0.031452477
12/9/2018,3531.18,92.79,0.312086872,0.029750275
12/10/2018,3410.15,89.23,0.299130553,0.029452082
12/11/2018,3349.36,86.96,0.301218192,0.030517683
12/12/2018,3430.24,89.09,0.30684718,0.029183034
12/13/2018,3265,85.35,0.300313199,0.028546584
12/14/2018,3195.71,83,0.290615614,0.028152756
12/15/2018,3183,83.03,0.285153835,0.028949913
12/16/2018,3195,83.74,0.286241253,0.032657486
12/17/2018,3496.82,93.79,0.329352871,0.034617147
12/18/2018,3667.77,101,0.352817402,0.034453236
12/19/2018,3682.51,99.34,0.351239048,0.03931841
