Date,BND,VB,VV,VWO,VXUS
10/14/2016 16:00,83.27,118.82,97.59,37.32,46.15
10/17/2016 16:00,83.45,118.61,97.3,37.25,46.06
10/18/2016 16:00,83.56,119.3,97.89,37.91,46.61
10/19/2016 16:00,83.62,119.81,98.13,38.11,46.77
10/20/2016 16:00,83.57,119.43,98.04,38.06,46.75
10/21/2016 16:00,83.64,119.28,97.99,38.07,46.69
10/24/2016 16:00,83.52,119.85,98.47,38.26,46.74
10/25/2016 16:00,83.52,118.87,98.12,38.23,46.69
10/26/2016 16:00,83.37,118.08,97.91,37.95,46.43
10/27/2016 16:00,83.14,116.76,97.64,37.66,46.32
10/28/2016 16:00,83.1,116.68,97.3,37.45,46.27
10/31/2016 16:00,83.19,117.22,97.36,37.75,46.31
11/1/2016 16:00,83,115.88,96.68,37.47,46.13
11/2/2016 16:00,83.08,114.58,96.04,37.04,45.74
11/3/2016 16:00,83.03,114.17,95.63,36.95,45.7
11/4/2016 16:00,83.18,114.59,95.54,36.56,45.26
11/7/2016 16:00,83.07,117.1,97.59,37.8,46.12
11/8/2016 16:00,82.92,117.42,98.08,37.98,46.27
11/9/2016 16:00,82.1,120.04,99.15,36.98,45.96
11/10/2016 16:00,81.75,120.9,99.31,35.91,45.66
11/11/2016 16:00,81.6,122.64,99.2,35.25,45.19
11/14/2016 16:00,81.29,124.52,99.21,35.08,44.91
11/15/2016 16:00,81.4,125.1,99.97,35.74,45.35
11/16/2016 16:00,81.57,124.99,99.87,35.45,44.88
11/17/2016 16:00,81.24,125.66,100.36,35.46,45.16
11/18/2016 16:00,81.04,125.78,100.13,35.38,44.78
11/21/2016 16:00,81.03,126.62,100.89,35.73,45.18
11/22/2016 16:00,81.1,127.56,101.09,36.12,45.4
11/23/2016 16:00,80.89,128.27,101.15,35.77,45.19
11/25/2016 16:00,80.92,128.7,101.52,35.96,45.37
11/28/2016 16:00,81.11,127.42,101.07,36.14,45.2
11/29/2016 16:00,81.17,127.46,101.22,36.16,45.42
11/30/2016 16:00,80.89,127.26,100.97,36.22,45.38
12/1/2016 16:00,80.43,126.71,100.58,35.81,45.26
12/2/2016 16:00,80.72,126.87,100.58,35.77,45.38
12/5/2016 16:00,80.82,128.53,101.21,36.01,45.74
12/6/2016 16:00,80.81,129.81,101.58,36.16,45.98
12/7/2016 16:00,81,131.11,102.89,36.7,46.64
12/8/2016 16:00,80.84,132.66,103.17,36.87,46.67
12/9/2016 16:00,80.6,132.57,103.72,36.7,46.81
12/12/2016 16:00,80.51,131.38,103.6,36.4,46.54
12/13/2016 16:00,80.6,131.55,104.28,36.77,47
12/14/2016 16:00,80.19,129.77,103.47,35.71,46.15
12/15/2016 16:00,80.07,130.46,103.85,35.87,46.12
12/16/2016 16:00,80.14,130.26,103.67,35.65,46.03
12/19/2016 16:00,80.35,131.09,103.89,35.41,45.98
12/20/2016 16:00,80.36,131.94,104.26,35.3,45.73
12/21/2016 16:00,80.48,131.32,104.04,35.19,45.66
12/22/2016 16:00,80.22,129.56,103.24,34.86,45.44
12/23/2016 16:00,80.26,130.12,103.39,35.03,45.57
12/27/2016 16:00,80.2,130.59,103.6,35.2,45.58
12/28/2016 16:00,80.4,129.13,102.75,35.42,45.55
12/29/2016 16:00,80.62,129.47,102.77,35.97,45.8
12/30/2016 16:00,80.79,128.96,102.37,35.78,45.88
1/3/2017 16:00,80.8,129.71,103.09,36.17,46.21
1/4/2017 16:00,80.86,131.88,103.8,36.5,46.72
1/5/2017 16:00,81.27,130.83,103.74,36.88,47.07
1/6/2017 16:00,80.95,130.65,104.13,36.73,46.97
1/9/2017 16:00,81.15,129.87,103.78,36.67,46.88
1/10/2017 16:00,81.13,130.82,103.83,36.87,46.96
1/11/2017 16:00,81.17,131.19,104.09,37.19,47.31
1/12/2017 16:00,81.19,130.48,103.86,37.28,47.38
1/13/2017 16:00,81.06,131.3,104.05,37.24,47.52
1/17/2017 16:00,81.31,129.94,103.74,37.2,47.4
1/18/2017 16:00,80.89,130.52,103.91,37.06,47.15
1/19/2017 16:00,80.75,129.55,103.62,36.96,47.11
1/20/2017 16:00,80.81,130.17,103.92,37.02,47.3
1/23/2017 16:00,81.03,129.75,103.68,37.53,47.52
1/24/2017 16:00,80.91,131.6,104.37,37.8,47.71
1/25/2017 16:00,80.67,132.66,105.24,38.13,48.21
1/26/2017 16:00,80.7,132.31,105.13,37.97,48.06
1/27/2017 16:00,80.79,131.65,105.01,38.01,47.95
1/30/2017 16:00,80.77,130.19,104.4,37.82,47.64
1/31/2017 16:00,80.94,130.93,104.36,37.84,47.75
2/1/2017 16:00,80.63,130.68,104.4,37.92,47.91
2/2/2017 16:00,80.68,130.68,104.46,38.05,47.97
2/3/2017 16:00,80.7,132.4,105.22,38.29,48.19
2/6/2017 16:00,80.95,131.63,105.05,38.2,47.91
2/7/2017 16:00,81.08,131.15,105.04,38.06,47.86
2/8/2017 16:00,81.3,131.17,105.21,38.36,48.01
2/9/2017 16:00,81.08,132.66,105.79,38.56,48.14
2/10/2017 16:00,81.06,133.54,106.21,38.91,48.4
2/13/2017 16:00,80.97,133.89,106.79,39.06,48.59
2/14/2017 16:00,80.8,134.3,107.21,39.12,48.55
2/15/2017 16:00,80.67,134.94,107.78,39.41,48.82
2/16/2017 16:00,80.82,134.6,107.65,39.3,48.86
2/17/2017 16:00,81.01,134.72,107.82,39.17,48.65
2/21/2017 16:00,81,135.84,108.46,39.49,48.93
2/22/2017 16:00,81.05,135.18,108.4,39.59,48.94
2/23/2017 16:00,81.2,134.5,108.44,39.61,48.99
2/24/2017 16:00,81.5,134.54,108.61,39.19,48.6
2/27/2017 16:00,81.33,135.66,108.77,39.03,48.56
2/28/2017 16:00,81.27,133.97,108.5,38.69,48.39
3/1/2017 16:00,80.78,136.14,109.93,39.31,48.95
3/2/2017 16:00,80.63,134.66,109.3,38.61,48.53
3/3/2017 16:00,80.69,134.72,109.35,38.94,48.77
3/6/2017 16:00,80.64,133.83,109.01,39,48.65
3/7/2017 16:00,80.49,132.95,108.65,39.05,48.54
3/8/2017 16:00,80.3,132.15,108.48,38.66,48.25
3/9/2017 16:00,80.05,131.63,108.58,38.33,48.31
3/10/2017 16:00,80.21,132.1,108.94,38.65,48.76
3/13/2017 16:00,80.05,132.46,109.06,39.14,49.03
3/14/2017 16:00,80.04,131.86,108.65,38.92,48.69
3/15/2017 16:00,80.54,133.84,109.58,39.83,49.48
3/16/2017 16:00,80.42,133.77,109.41,40.1,49.77
3/17/2017 16:00,80.58,133.98,109.25,40.06,49.76
3/20/2017 16:00,80.74,133.47,109.05,40.47,49.86
3/21/2017 16:00,80.93,130.53,107.66,39.96,49.51
3/22/2017 16:00,81.04,130.57,107.86,40.08,49.6
3/23/2017 16:00,81,130.97,107.76,40.1,49.71
3/24/2017 16:00,80.98,130.63,107.21,40.21,49.73
3/27/2017 16:00,81.15,130.66,107.08,40.09,49.8
3/28/2017 16:00,81,131.76,107.9,40.19,49.96
3/29/2017 16:00,81.16,132.33,108.01,40.25,50.02
3/30/2017 16:00,81.03,133.02,108.35,40.02,49.82
3/31/2017 16:00,81.08,133.28,108.09,39.72,49.68
4/3/2017 16:00,81.2,132.19,107.92,40.03,49.67
4/4/2017 16:00,81.11,132.12,107.97,40.12,49.71
4/5/2017 16:00,81.18,130.88,107.64,40.05,49.49
4/6/2017 16:00,81.21,132.03,107.91,39.98,49.49
4/7/2017 16:00,81.03,131.93,107.84,39.97,49.44
4/10/2017 16:00,81.11,132.34,107.89,39.78,49.4
4/11/2017 16:00,81.37,133.09,107.81,39.82,49.54
4/12/2017 16:00,81.56,131.51,107.38,39.96,49.55
4/13/2017 16:00,81.68,130.2,106.65,39.75,49.27
4/17/2017 16:00,81.63,131.75,107.56,40.09,49.67
4/18/2017 16:00,81.92,131.74,107.27,39.62,49.33
4/19/2017 16:00,81.77,132.02,107.12,39.33,49.11
4/20/2017 16:00,81.66,133.38,107.93,39.74,49.56
4/21/2017 16:00,81.68,133.09,107.61,39.7,49.54
4/24/2017 16:00,81.57,134.43,108.79,40.16,50.59
4/25/2017 16:00,81.32,135.44,109.47,40.45,50.89
4/26/2017 16:00,81.4,135.7,109.39,40.3,50.77
4/27/2017 16:00,81.46,135.77,109.49,40.17,50.7
4/28/2017 16:00,81.55,134.42,109.29,40.34,50.7
5/1/2017 16:00,81.23,134.92,109.5,40.5,50.93
5/2/2017 16:00,81.37,134.58,109.55,40.7,51.23
5/3/2017 16:00,81.28,133.85,109.4,40.41,51.08
5/4/2017 16:00,81.19,133.49,109.48,39.98,51.21
5/5/2017 16:00,81.24,134.64,109.97,40.21,51.7
5/8/2017 16:00,81.1,134.01,109.9,39.96,51.43
5/9/2017 16:00,81.06,133.78,109.85,40.41,51.4
5/10/2017 16:00,81.05,134.6,110,40.73,51.57
5/11/2017 16:00,81.11,133.81,109.77,40.71,51.46
5/12/2017 16:00,81.35,133.16,109.61,40.93,51.73
5/15/2017 16:00,81.33,134.17,110.16,41.31,52.09
5/16/2017 16:00,81.41,134.01,110.11,41.35,52.29
5/17/2017 16:00,81.85,131.1,108.18,40.73,51.6
5/18/2017 16:00,81.78,131.44,108.57,39.98,51.48
5/19/2017 16:00,81.83,132.33,109.31,40.69,52.19
5/22/2017 16:00,81.76,133.35,109.88,40.68,52.26
5/23/2017 16:00,81.59,133.47,110.09,40.66,52.26
5/24/2017 16:00,81.76,133.86,110.36,40.8,52.36
5/25/2017 16:00,81.76,133.92,110.88,41.01,52.38
5/26/2017 16:00,81.8,133.82,110.92,41.11,52.33
5/30/2017 16:00,81.92,132.89,110.8,41.04,52.22
5/31/2017 16:00,81.96,132.93,110.8,40.74,52.2
6/1/2017 16:00,81.81,135.02,111.68,41.04,52.59
6/2/2017 16:00,82.08,135.52,112.06,41.17,53.04
6/5/2017 16:00,81.95,134.88,111.99,41.17,52.83
6/6/2017 16:00,82.1,134.5,111.66,41.2,52.72
6/7/2017 16:00,81.99,134.4,111.85,41.17,52.74
6/8/2017 16:00,81.93,135.64,111.88,41.25,52.69
6/9/2017 16:00,81.86,135.99,111.76,40.97,52.45
6/12/2017 16:00,81.84,136.01,111.71,40.82,52.27
6/13/2017 16:00,81.86,136.99,112.22,41.01,52.7
6/14/2017 16:00,82.16,136.24,112.14,40.98,52.63
6/15/2017 16:00,82.07,135.65,111.91,40.62,52.11
6/16/2017 16:00,82.16,135.49,111.93,40.75,52.48
6/19/2017 16:00,82.04,136.5,112.8,41.02,52.71
6/20/2017 16:00,82.16,135.22,112.07,40.53,52.2
6/21/2017 16:00,82.2,134.4,111.6,40.43,51.56
6/22/2017 16:00,82.23,134.7,111.53,40.58,51.74
6/23/2017 16:00,82.25,135.49,111.69,40.73,51.87
6/26/2017 16:00,82.34,135.94,111.78,41.16,52.02
6/27/2017 16:00,82.06,134.72,110.87,40.73,51.9
6/28/2017 16:00,82.06,136.45,111.81,40.97,52.4
6/29/2017 16:00,81.89,135.45,110.87,40.51,51.86
6/30/2017 16:00,81.83,135.54,111.02,40.83,51.97
7/3/2017 16:00,81.5,136.49,111.31,41.02,52.01
7/5/2017 16:00,81.55,136.05,111.45,40.95,51.97
7/6/2017 16:00,81.36,134.15,110.47,40.5,51.66
7/7/2017 16:00,81.34,135.46,111.15,40.61,51.72
7/10/2017 16:00,81.38,134.98,111.3,40.9,51.88
7/11/2017 16:00,81.46,135.32,111.21,41.19,52.06
7/12/2017 16:00,81.65,136.33,112.05,41.97,52.56
7/13/2017 16:00,81.62,136.53,112.25,42.09,52.76
7/14/2017 16:00,81.65,136.98,112.73,42.52,53.23
7/17/2017 16:00,81.76,137.29,112.75,42.3,53.03
7/18/2017 16:00,81.95,136.96,112.83,42.37,53.17
7/19/2017 16:00,81.96,138.37,113.4,42.78,53.45
7/20/2017 16:00,82.01,138.37,113.48,42.69,53.65
7/21/2017 16:00,82.1,137.84,113.36,42.6,53.42
7/24/2017 16:00,82.06,138.13,113.34,42.76,53.42
7/25/2017 16:00,81.75,139.25,113.63,42.69,53.48
7/26/2017 16:00,81.95,138.54,113.61,43,53.77
7/27/2017 16:00,81.85,137.81,113.5,42.78,53.62
7/28/2017 16:00,82,137.37,113.36,42.94,53.62
7/31/2017 16:00,81.99,137.15,113.32,43.01,53.72
8/1/2017 16:00,81.98,137.47,113.54,43.19,54.06
8/2/2017 16:00,81.93,136.28,113.58,43.29,54.05
8/3/2017 16:00,82.1,135.76,113.39,43.13,53.96
8/4/2017 16:00,81.97,136.33,113.62,43.24,54.06
8/7/2017 16:00,82,136.4,113.79,43.58,54.12
8/8/2017 16:00,81.89,136.09,113.53,43.52,53.92
8/9/2017 16:00,81.95,135.02,113.5,43.28,53.76
8/10/2017 16:00,82.07,132.79,111.93,42.28,52.9
8/11/2017 16:00,82.14,133.13,112.07,42.41,52.91
8/14/2017 16:00,82.08,134.68,113.15,42.78,53.31
8/15/2017 16:00,81.94,133.9,113.15,42.75,53.2
8/16/2017 16:00,82.06,134.24,113.35,43.27,53.59
8/17/2017 16:00,82.21,131.95,111.6,42.72,52.94
8/18/2017 16:00,82.17,131.83,111.4,43.03,53.12
8/21/2017 16:00,82.21,131.81,111.53,43.14,53.23
8/22/2017 16:00,82.11,133.08,112.69,43.52,53.44
8/23/2017 16:00,82.35,132.86,112.29,43.73,53.53
8/24/2017 16:00,82.23,133.05,112.12,43.83,53.54
8/25/2017 16:00,82.33,133.44,112.31,44.2,53.88
8/28/2017 16:00,82.37,133.59,112.32,44.19,53.85
8/29/2017 16:00,82.46,133.48,112.42,44.1,53.63
8/30/2017 16:00,82.45,134.53,112.98,44.15,53.6
8/31/2017 16:00,82.52,135.87,113.64,44.3,54.01
9/1/2017 16:00,82.21,136.42,113.88,44.62,54.16
9/5/2017 16:00,82.55,135.15,113.06,44.28,53.75
9/6/2017 16:00,82.41,135.4,113.42,44.6,54.13
9/7/2017 16:00,82.67,135.04,113.39,44.82,54.54
9/8/2017 16:00,82.58,135.16,113.25,44.53,54.49
9/11/2017 16:00,82.33,136.61,114.48,45.05,54.96
9/12/2017 16:00,82.21,137.56,114.9,44.97,54.99
9/13/2017 16:00,82.11,137.54,114.95,44.67,54.74
9/14/2017 16:00,82.16,137.4,114.93,44.76,54.86
9/15/2017 16:00,82.17,137.87,115.09,45.06,55
9/18/2017 16:00,82.11,138.63,115.3,45.02,55.09
9/19/2017 16:00,82.05,138.47,115.44,45.06,55.28
9/20/2017 16:00,81.98,138.6,114.89,44.41,54.89
9/21/2017 16:00,81.96,138.27,114.57,44.45,54.79
9/22/2017 16:00,82.04,138.73,114.58,44.18,54.84
9/25/2017 16:00,82.22,138.83,114.38,43.36,54.49
9/26/2017 16:00,82.18,139.03,114.41,43.35,54.34
9/27/2017 16:00,81.93,140.68,114.85,43.11,54.29
9/28/2017 16:00,81.95,140.98,115.02,43.13,54.42
9/29/2017 16:00,81.96,141.32,115.4,43.57,54.73
10/2/2017 16:00,81.76,142.69,115.91,43.61,54.73
10/3/2017 16:00,81.8,142.99,116.19,44.21,55.04
10/4/2017 16:00,81.8,142.88,116.33,44.26,55
10/5/2017 16:00,81.74,143.25,117,44.54,55.02
10/6/2017 16:00,81.65,143.06,116.91,44.37,54.95
10/9/2017 16:00,81.73,142.6,116.68,44.22,54.94
10/10/2017 16:00,81.77,142.77,116.95,44.65,55.42
10/11/2017 16:00,81.81,142.79,117.17,44.78,55.67
10/12/2017 16:00,81.88,142.85,116.97,44.78,55.62
10/13/2017 16:00,82.05,142.77,117.11,45.18,55.99
10/16/2017 16:00,81.97,142.74,117.27,45.14,55.93
10/17/2017 16:00,81.98,142.54,117.36,44.92,55.78
10/18/2017 16:00,81.85,142.93,117.45,44.96,55.92
10/19/2017 16:00,81.89,142.81,117.51,44.63,55.69
10/20/2017 16:00,81.69,143.6,118.11,44.81,55.66
10/23/2017 16:00,81.76,142.72,117.69,44.41,55.51
10/24/2017 16:00,81.62,142.99,117.85,44.53,55.61
10/25/2017 16:00,81.55,142.16,117.29,44.43,55.41
10/26/2017 16:00,81.45,142.7,117.43,44.2,55.33
10/27/2017 16:00,81.63,143.59,118.38,44.74,55.55
10/30/2017 16:00,81.82,142.55,117.95,44.38,55.58
10/31/2017 16:00,81.77,143.53,118.12,44.63,55.84
11/1/2017 16:00,81.65,142.95,118.29,44.74,56.02
11/2/2017 16:00,81.73,143.22,118.3,44.88,56.14
11/3/2017 16:00,81.8,143.49,118.67,44.62,56.03
11/6/2017 16:00,81.86,143.89,118.83,45.05,56.22
11/7/2017 16:00,81.89,142.79,118.78,44.77,56.01
11/8/2017 16:00,81.83,143.09,118.96,44.93,56.22
11/9/2017 16:00,81.75,142.26,118.56,44.76,55.88
11/10/2017 16:00,81.42,142.36,118.51,44.59,55.73
11/13/2017 16:00,81.43,142.38,118.63,44.5,55.48
11/14/2017 16:00,81.53,142.02,118.37,44.2,55.42
11/15/2017 16:00,81.72,141.35,117.76,43.84,55.11
11/16/2017 16:00,81.61,143.1,118.76,44.62,55.74
11/17/2017 16:00,81.69,143.58,118.45,44.87,55.69
11/20/2017 16:00,81.64,144.27,118.65,45.06,55.78
11/21/2017 16:00,81.71,145.5,119.46,45.62,56.23
11/22/2017 16:00,81.88,145.45,119.35,45.77,56.39
11/24/2017 13:00,81.86,145.62,119.63,45.6,56.69
11/27/2017 16:00,81.83,145.07,119.58,45.13,56.27
11/28/2017 16:00,81.83,146.85,120.75,45.4,56.61
11/29/2017 16:00,81.63,147.2,120.7,44.77,56.22
11/30/2017 16:00,81.51,147.91,121.64,44.48,56.19
12/1/2017 16:00,81.56,147.63,121.47,44.05,56.1
12/4/2017 16:00,81.57,147.18,121.31,44.2,55.9
12/5/2017 16:00,81.67,145.96,120.86,44.13,55.82
12/6/2017 16:00,81.76,145.31,120.88,43.58,55.5
12/7/2017 16:00,81.65,146.49,121.27,43.64,55.64
12/8/2017 16:00,81.62,146.83,121.96,44.14,55.98
12/11/2017 16:00,81.56,146.77,122.36,44.43,56.1
12/12/2017 16:00,81.55,146.32,122.58,44.11,56.08
12/13/2017 16:00,81.78,146.7,122.52,44.59,56.39
12/14/2017 16:00,81.81,145.29,122.03,44.31,56.13
12/15/2017 16:00,81.82,146.95,123.07,44.43,56.1
12/18/2017 16:00,81.69,148.66,123.84,44.89,56.74
12/19/2017 16:00,81.44,147.9,123.36,44.77,56.57
12/20/2017 16:00,81.28,148.12,123.3,44.83,56.56
12/21/2017 16:00,81.33,147.93,122.96,45.06,56.3
12/22/2017 16:00,81.37,147.91,122.89,45.43,56.47
12/26/2017 16:00,81.24,148.1,122.77,45.48,56.5
12/27/2017 16:00,81.49,148.14,122.87,45.47,56.6
12/28/2017 16:00,81.44,148.64,123.08,45.69,56.7
12/29/2017 16:00,81.57,147.8,122.58,45.91,56.81
1/2/2018 16:00,81.34,148.98,123.49,46.7,57.38
1/3/2018 16:00,81.41,149.26,124.28,47.15,57.78
1/4/2018 16:00,81.37,149.46,124.8,47.44,58.26
1/5/2018 16:00,81.26,150.01,125.6,47.86,58.65
1/8/2018 16:00,81.27,150.39,125.88,47.87,58.62
1/9/2018 16:00,81.03,150.32,126.17,47.86,58.67
1/10/2018 16:00,81.04,150.02,125.98,47.65,58.47
1/11/2018 16:00,81.04,152.22,126.85,47.96,58.84
1/12/2018 16:00,81.03,152.71,127.71,48.47,59.41
1/16/2018 16:00,81.09,151.09,127.28,48.23,59.35
1/17/2018 16:00,81,152.35,128.46,48.91,59.76
1/18/2018 16:00,80.84,151.58,128.3,48.99,59.69
1/19/2018 16:00,80.67,153.36,128.87,49.45,59.96
1/22/2018 16:00,80.61,154.38,129.93,49.85,60.29
1/23/2018 16:00,80.82,154.97,130.23,50.03,60.53
1/24/2018 16:00,80.73,154.31,130.16,50.49,60.79
1/25/2018 16:00,80.95,154.27,130.21,50.31,60.57
1/26/2018 16:00,80.8,155.07,131.68,50.98,61.17
1/29/2018 16:00,80.69,153.94,130.85,50.18,60.54
1/30/2018 16:00,80.54,152.32,129.45,49.54,59.97
1/31/2018 16:00,80.56,151.78,129.58,49.84,60.06
2/1/2018 16:00,80.16,152.15,129.51,49.37,60.01
2/2/2018 16:00,79.92,149.31,126.7,48.26,58.7
2/5/2018 16:00,80.27,143.75,121.5,46.71,56.34
2/6/2018 16:00,80.01,145.23,123.69,47.87,57.7
2/7/2018 16:00,79.83,145.21,123.09,46.51,56.66
2/8/2018 16:00,79.77,140.43,118.59,44.96,55.1
2/9/2018 16:00,79.57,141.91,120.37,45.64,55.62
2/12/2018 16:00,79.59,143.43,121.98,46.27,56.4
2/13/2018 16:00,79.66,143.85,122.36,46.63,56.4
2/14/2018 16:00,79.4,146.43,124.06,47.59,57.41
2/15/2018 16:00,79.48,147.99,125.53,48.48,57.92
2/16/2018 16:00,79.65,148.35,125.6,48.3,58
2/20/2018 16:00,79.57,147.4,124.8,47.87,57.37
2/21/2018 16:00,79.27,147.03,124.16,47.81,57.23
2/22/2018 16:00,79.37,146.94,124.26,47.87,57.49
2/23/2018 16:00,79.58,148.83,126.28,48.65,58.12
2/26/2018 16:00,79.62,149.58,127.73,49.11,58.56
2/27/2018 16:00,79.45,147.51,126.14,47.79,57.56
2/28/2018 16:00,79.55,145.77,124.77,47.17,56.91
3/1/2018 16:00,79.52,145.17,123.13,47.16,56.32
3/2/2018 16:00,79.37,147,123.82,47.28,56.48
3/5/2018 16:00,79.32,148.51,125.22,47.42,56.71
3/6/2018 16:00,79.35,149.9,125.57,47.56,57.14
3/7/2018 16:00,79.33,150.7,125.53,47.55,57.08
3/8/2018 16:00,79.42,150.6,126.09,47.58,57.2
3/9/2018 16:00,79.32,152.88,128.28,48.43,57.74
3/12/2018 16:00,79.4,153.1,128.12,48.6,57.84
3/13/2018 16:00,79.42,152.43,127.3,48.13,57.43
3/14/2018 16:00,79.59,151.59,126.66,48.19,57.58
3/15/2018 16:00,79.6,151.02,126.55,48,57.5
3/16/2018 16:00,79.53,151.77,126.67,47.85,57.39
3/19/2018 16:00,79.47,150.29,124.99,47.4,56.89
3/20/2018 16:00,79.37,150.42,125.18,47.81,57.07
3/21/2018 16:00,79.37,151.03,124.97,48.07,57.23
3/22/2018 16:00,79.5,147.19,121.31,46.55,55.99
3/23/2018 16:00,79.52,144.37,118.75,45.87,55.35
3/26/2018 16:00,79.47,147.56,122.01,47.16,56.34
3/27/2018 16:00,79.74,145.06,119.84,46.46,55.73
3/28/2018 16:00,79.73,145.15,119.48,46.14,55.92
3/29/2018 16:00,79.93,146.92,121.21,46.98,56.55
4/2/2018 16:00,79.72,143.38,118.37,46.29,55.67
4/3/2018 16:00,79.63,145.24,119.91,46.74,56.19
4/4/2018 16:00,79.63,146.78,121.27,46.89,56.28
4/5/2018 16:00,79.52,147.85,122.15,46.99,56.65
4/6/2018 16:00,79.72,144.99,119.5,46.16,56.06
4/9/2018 16:00,79.8,145.01,119.95,46.12,56.48
4/10/2018 16:00,79.66,147.54,121.91,46.98,57.15
4/11/2018 16:00,79.72,147.63,121.29,47.04,56.98
4/12/2018 16:00,79.57,148.49,122.28,47.03,57.14
4/13/2018 16:00,79.63,147.92,121.92,46.54,57.05
4/16/2018 16:00,79.64,149.31,122.9,46.58,57.16
4/17/2018 16:00,79.67,150.68,124.23,46.62,57.41
4/18/2018 16:00,79.41,151.25,124.36,46.95,57.74
4/19/2018 16:00,79.22,150.28,123.67,46.69,57.49
4/20/2018 16:00,79.02,149.48,122.66,46.14,57.13
4/23/2018 16:00,78.98,149.41,122.64,45.83,56.96
4/24/2018 16:00,78.84,148.33,121.01,45.62,56.72
4/25/2018 16:00,78.73,148.31,121.21,45.28,56.54
4/26/2018 16:00,78.89,148.97,122.46,45.75,56.95
4/27/2018 16:00,79.01,148.77,122.58,45.99,57.09
4/30/2018 16:00,79.05,147.47,121.59,45.68,56.81
5/1/2018 16:00,78.75,147.9,121.83,45.42,56.68
5/2/2018 16:00,78.76,147.91,120.99,45.12,56.53
5/3/2018 16:00,78.83,147.47,120.74,44.98,56.65
5/4/2018 16:00,78.88,149.43,122.29,45.2,56.82
5/7/2018 16:00,78.84,150.59,122.75,45.08,56.73
5/8/2018 16:00,78.78,151.17,122.74,45.31,56.88
5/9/2018 16:00,78.69,152.22,123.94,45.37,56.94
5/10/2018 16:00,78.85,153,125.07,46.27,57.53
5/11/2018 16:00,78.93,153.27,125.31,46.11,57.6
5/14/2018 16:00,78.83,152.94,125.43,46.25,57.66
5/15/2018 16:00,78.46,152.76,124.57,45.37,57.12
5/16/2018 16:00,78.4,153.92,125.12,46.01,57.4
5/17/2018 16:00,78.33,154.43,125.06,45.37,57.27
5/18/2018 16:00,78.54,154.47,124.73,44.95,57.27
5/21/2018 16:00,78.54,155.59,125.68,45.24,57.4
5/22/2018 16:00,78.56,154.42,125.31,45.42,57.38
5/23/2018 16:00,78.8,154.57,125.64,45.22,56.89
5/24/2018 16:00,78.96,154.74,125.41,45.06,56.69
5/25/2018 16:00,79.13,154.57,125.2,45.17,56.48
5/29/2018 16:00,79.68,154.15,123.75,44.17,55.37
5/30/2018 16:00,79.44,156.35,125.32,44.56,56.09
5/31/2018 16:00,79.41,154.99,124.56,44.61,55.88
6/1/2018 16:00,79.09,156.12,125.84,45.11,56.39
6/4/2018 16:00,78.92,156.85,126.45,45.58,56.6
6/5/2018 16:00,78.99,157.56,126.55,45.18,56.48
6/6/2018 16:00,78.77,158.86,127.68,45.83,57.06
6/7/2018 16:00,78.97,158.46,127.52,45.13,56.61
6/8/2018 16:00,78.87,159.03,127.95,45.1,56.69
6/11/2018 16:00,78.8,159.37,128.12,45.04,56.94
6/12/2018 16:00,78.79,159.99,128.35,45.01,56.7
6/13/2018 16:00,78.74,159.09,127.91,44.68,56.66
6/14/2018 16:00,78.91,159.64,128.25,44.44,56.45
6/15/2018 16:00,78.92,159.46,128.18,44.2,56.07
6/18/2018 16:00,78.92,160.07,127.92,43.69,55.63
6/19/2018 16:00,79.05,159.8,127.38,43.19,55.05
6/20/2018 16:00,78.87,160.91,127.63,43.33,55.21
6/21/2018 16:00,78.91,159.34,126.79,42.72,54.7
6/22/2018 16:00,78.96,158.86,126.45,42.79,54.68
6/25/2018 16:00,78.95,156.27,124.72,42.23,53.93
6/26/2018 16:00,79.08,157.03,124.95,42.06,54
6/27/2018 16:00,79.27,154.87,123.88,41.13,53.33
6/28/2018 16:00,79.21,155.69,124.66,41.52,53.6
6/29/2018 16:00,79.19,155.67,124.76,42.2,54.1
7/2/2018 16:00,78.96,156.29,125.11,41.74,53.53
7/3/2018 13:00,79.12,156.73,124.58,41.78,53.65
7/5/2018 16:00,79.23,158.16,125.64,41.74,54
7/6/2018 16:00,79.32,159.6,126.69,42.25,54.29
7/9/2018 16:00,79.25,160.81,127.84,43.02,54.87
7/10/2018 16:00,79.2,160.44,128.28,42.98,54.87
7/11/2018 16:00,79.24,159.24,127.4,42.18,53.97
7/12/2018 16:00,79.3,160.13,128.53,42.77,54.43
7/13/2018 16:00,79.37,159.88,128.64,42.8,54.6
7/16/2018 16:00,79.26,159.15,128.52,42.56,54.49
7/17/2018 16:00,79.23,159.94,129.07,42.89,54.67
7/18/2018 16:00,79.19,160.47,129.34,42.85,54.66
7/19/2018 16:00,79.34,161.18,128.85,42.36,54.38
7/20/2018 16:00,79.16,160.62,128.74,42.91,54.8
7/23/2018 16:00,78.91,160.52,128.93,42.78,54.62
7/24/2018 16:00,79.03,158.92,129.48,43.42,55.03
7/25/2018 16:00,79.03,159.87,130.65,44.11,55.6
7/26/2018 16:00,79.03,160.58,130.31,43.68,55.31
7/27/2018 16:00,79.01,158.16,129.42,43.74,55.39
7/30/2018 16:00,78.92,156.97,128.64,43.68,55.42
7/31/2018 16:00,78.98,158.5,129.27,43.88,55.48
8/1/2018 16:00,78.75,158.56,129.14,43.55,55.23
