Date,Close
1/2/2015 16:00:00,205.43
1/5/2015 16:00:00,201.76
1/6/2015 16:00:00,199.82
1/7/2015 16:00:00,202.31
1/8/2015 16:00:00,205.9
1/9/2015 16:00:00,204.25
1/12/2015 16:00:00,202.65
1/13/2015 16:00:00,202.08
1/14/2015 16:00:00,200.86
1/15/2015 16:00:00,199.02
1/16/2015 16:00:00,201.63
1/20/2015 16:00:00,202.06
1/21/2015 16:00:00,203.08
1/22/2015 16:00:00,206.1
1/23/2015 16:00:00,204.97
1/26/2015 16:00:00,205.45
1/27/2015 16:00:00,202.74
1/28/2015 16:00:00,200.14
1/29/2015 16:00:00,201.99
1/30/2015 16:00:00,199.45
2/2/2015 16:00:00,201.92
2/3/2015 16:00:00,204.84
2/4/2015 16:00:00,204.06
2/5/2015 16:00:00,206.12
2/6/2015 16:00:00,205.55
2/9/2015 16:00:00,204.63
2/10/2015 16:00:00,206.81
2/11/2015 16:00:00,206.93
2/12/2015 16:00:00,208.92
2/13/2015 16:00:00,209.78
2/17/2015 16:00:00,210.11
2/18/2015 16:00:00,210.13
2/19/2015 16:00:00,209.98
2/20/2015 16:00:00,211.24
2/23/2015 16:00:00,211.21
2/24/2015 16:00:00,211.81
2/25/2015 16:00:00,211.63
2/26/2015 16:00:00,211.38
2/27/2015 16:00:00,210.66
3/2/2015 16:00:00,211.99
3/3/2015 16:00:00,211.12
3/4/2015 16:00:00,210.23
3/5/2015 16:00:00,210.46
3/6/2015 16:00:00,207.5
3/9/2015 16:00:00,208.36
3/10/2015 16:00:00,204.98
3/11/2015 16:00:00,204.5
3/12/2015 16:00:00,207.1
3/13/2015 16:00:00,205.83
3/16/2015 16:00:00,208.58
3/17/2015 16:00:00,207.96
3/18/2015 16:00:00,210.46
3/19/2015 16:00:00,209.5
3/20/2015 16:00:00,210.41
3/23/2015 16:00:00,210
3/24/2015 16:00:00,208.82
3/25/2015 16:00:00,205.76
3/26/2015 16:00:00,205.27
3/27/2015 16:00:00,205.74
3/30/2015 16:00:00,208.25
3/31/2015 16:00:00,206.43
4/1/2015 16:00:00,205.7
4/2/2015 16:00:00,206.44
4/6/2015 16:00:00,207.83
4/7/2015 16:00:00,207.28
4/8/2015 16:00:00,207.98
4/9/2015 16:00:00,208.9
4/10/2015 16:00:00,210.04
4/13/2015 16:00:00,209.09
4/14/2015 16:00:00,209.49
4/15/2015 16:00:00,210.43
4/16/2015 16:00:00,210.37
4/17/2015 16:00:00,207.95
4/20/2015 16:00:00,209.85
4/21/2015 16:00:00,209.6
4/22/2015 16:00:00,210.63
4/23/2015 16:00:00,211.16
4/24/2015 16:00:00,211.65
4/27/2015 16:00:00,210.77
4/28/2015 16:00:00,211.44
4/29/2015 16:00:00,210.57
4/30/2015 16:00:00,208.46
5/1/2015 16:00:00,210.72
5/4/2015 16:00:00,211.32
5/5/2015 16:00:00,208.9
5/6/2015 16:00:00,208.04
5/7/2015 16:00:00,208.87
5/8/2015 16:00:00,211.62
5/11/2015 16:00:00,210.61
5/12/2015 16:00:00,209.98
5/13/2015 16:00:00,210.02
5/14/2015 16:00:00,212.21
5/15/2015 16:00:00,212.44
5/18/2015 16:00:00,213.1
5/19/2015 16:00:00,213.03
5/20/2015 16:00:00,212.88
5/21/2015 16:00:00,213.5
5/22/2015 16:00:00,212.99
5/26/2015 16:00:00,210.7
5/27/2015 16:00:00,212.7
5/28/2015 16:00:00,212.46
5/29/2015 16:00:00,211.14
6/1/2015 16:00:00,211.57
6/2/2015 16:00:00,211.36
6/3/2015 16:00:00,211.92
6/4/2015 16:00:00,210.13
6/5/2015 16:00:00,209.77
6/8/2015 16:00:00,208.48
6/9/2015 16:00:00,208.45
6/10/2015 16:00:00,210.95
6/11/2015 16:00:00,211.63
6/12/2015 16:00:00,210.01
6/15/2015 16:00:00,209.11
6/16/2015 16:00:00,210.25
6/17/2015 16:00:00,210.59
6/18/2015 16:00:00,212.78
6/19/2015 16:00:00,210.81
6/22/2015 16:00:00,211.89
6/23/2015 16:00:00,212.04
6/24/2015 16:00:00,210.5
6/25/2015 16:00:00,209.86
6/26/2015 16:00:00,209.82
6/29/2015 16:00:00,205.42
6/30/2015 16:00:00,205.85
7/1/2015 16:00:00,207.5
7/2/2015 16:00:00,207.31
7/6/2015 16:00:00,206.72
7/7/2015 16:00:00,208.02
7/8/2015 16:00:00,204.53
7/9/2015 16:00:00,204.9
7/10/2015 16:00:00,207.48
7/13/2015 16:00:00,209.77
7/14/2015 16:00:00,210.68
7/15/2015 16:00:00,210.61
7/16/2015 16:00:00,212.3
7/17/2015 16:00:00,212.48
7/20/2015 16:00:00,212.59
7/21/2015 16:00:00,211.75
7/22/2015 16:00:00,211.37
7/23/2015 16:00:00,210.18
7/24/2015 16:00:00,208
7/27/2015 16:00:00,206.79
7/28/2015 16:00:00,209.33
7/29/2015 16:00:00,210.77
7/30/2015 16:00:00,210.82
7/31/2015 16:00:00,210.5
8/3/2015 16:00:00,209.79
8/4/2015 16:00:00,209.38
8/5/2015 16:00:00,210.07
8/6/2015 16:00:00,208.35
8/7/2015 16:00:00,207.95
8/10/2015 16:00:00,210.57
8/11/2015 16:00:00,208.67
8/12/2015 16:00:00,208.92
8/13/2015 16:00:00,208.66
8/14/2015 16:00:00,209.42
8/17/2015 16:00:00,210.59
8/18/2015 16:00:00,209.98
8/19/2015 16:00:00,208.32
8/20/2015 16:00:00,203.97
8/21/2015 16:00:00,197.63
8/24/2015 16:00:00,189.55
8/25/2015 16:00:00,187.27
8/26/2015 16:00:00,194.46
8/27/2015 16:00:00,199.27
8/28/2015 16:00:00,199.28
8/31/2015 16:00:00,197.67
9/1/2015 16:00:00,191.77
9/2/2015 16:00:00,195.41
9/3/2015 16:00:00,195.55
9/4/2015 16:00:00,192.59
9/8/2015 16:00:00,197.43
9/9/2015 16:00:00,194.79
9/10/2015 16:00:00,195.85
9/11/2015 16:00:00,196.74
9/14/2015 16:00:00,196.01
9/15/2015 16:00:00,198.46
9/16/2015 16:00:00,200.18
9/17/2015 16:00:00,199.73
9/18/2015 16:00:00,195.45
9/21/2015 16:00:00,196.46
9/22/2015 16:00:00,193.91
9/23/2015 16:00:00,193.6
9/24/2015 16:00:00,192.9
9/25/2015 16:00:00,192.85
9/28/2015 16:00:00,188.01
9/29/2015 16:00:00,188.12
9/30/2015 16:00:00,191.63
10/1/2015 16:00:00,192.13
10/2/2015 16:00:00,195
10/5/2015 16:00:00,198.47
10/6/2015 16:00:00,197.79
10/7/2015 16:00:00,199.41
10/8/2015 16:00:00,201.21
10/9/2015 16:00:00,201.33
10/12/2015 16:00:00,201.52
10/13/2015 16:00:00,200.25
10/14/2015 16:00:00,199.29
10/15/2015 16:00:00,202.35
10/16/2015 16:00:00,203.27
10/19/2015 16:00:00,203.37
10/20/2015 16:00:00,203.09
10/21/2015 16:00:00,201.85
10/22/2015 16:00:00,205.26
10/23/2015 16:00:00,207.51
10/26/2015 16:00:00,207
10/27/2015 16:00:00,206.6
10/28/2015 16:00:00,208.95
10/29/2015 16:00:00,208.83
10/30/2015 16:00:00,207.93
11/2/2015 16:00:00,210.39
11/3/2015 16:00:00,211
11/4/2015 16:00:00,210.36
11/5/2015 16:00:00,210.15
11/6/2015 16:00:00,210.04
11/9/2015 16:00:00,208.08
11/10/2015 16:00:00,208.56
11/11/2015 16:00:00,207.74
11/12/2015 16:00:00,204.84
11/13/2015 16:00:00,202.54
11/16/2015 16:00:00,205.62
11/17/2015 16:00:00,205.47
11/18/2015 16:00:00,208.73
11/19/2015 16:00:00,208.55
11/20/2015 16:00:00,209.31
11/23/2015 16:00:00,209.07
11/24/2015 16:00:00,209.35
11/25/2015 16:00:00,209.32
11/27/2015 16:00:00,209.56
11/30/2015 16:00:00,208.69
12/1/2015 16:00:00,210.68
12/2/2015 16:00:00,208.53
12/3/2015 16:00:00,205.61
12/4/2015 16:00:00,209.62
12/7/2015 16:00:00,208.35
12/8/2015 16:00:00,206.95
12/9/2015 16:00:00,205.34
12/10/2015 16:00:00,205.87
12/11/2015 16:00:00,201.88
12/14/2015 16:00:00,202.9
12/15/2015 16:00:00,205.03
12/16/2015 16:00:00,208.03
12/17/2015 16:00:00,204.86
12/18/2015 16:00:00,200.02
12/21/2015 16:00:00,201.67
12/22/2015 16:00:00,203.5
12/23/2015 16:00:00,206.02
12/24/2015 16:00:00,205.68
12/28/2015 16:00:00,205.21
12/29/2015 16:00:00,207.4
12/30/2015 16:00:00,205.93
12/31/2015 16:00:00,203.87
1/4/2016 16:00:00,201.02
1/5/2016 16:00:00,201.36
1/6/2016 16:00:00,198.82
1/7/2016 16:00:00,194.05
1/8/2016 16:00:00,191.92
1/11/2016 16:00:00,192.11
1/12/2016 16:00:00,193.66
1/13/2016 16:00:00,188.83
1/14/2016 16:00:00,191.93
1/15/2016 16:00:00,187.81
1/19/2016 16:00:00,188.06
1/20/2016 16:00:00,185.65
1/21/2016 16:00:00,186.69
1/22/2016 16:00:00,190.52
1/25/2016 16:00:00,187.64
1/26/2016 16:00:00,190.2
1/27/2016 16:00:00,188.13
1/28/2016 16:00:00,189.11
1/29/2016 16:00:00,193.72
2/1/2016 16:00:00,193.65
2/2/2016 16:00:00,190.16
2/3/2016 16:00:00,191.3
2/4/2016 16:00:00,191.6
2/5/2016 16:00:00,187.95
2/8/2016 16:00:00,185.42
2/9/2016 16:00:00,185.43
2/10/2016 16:00:00,185.27
2/11/2016 16:00:00,182.86
2/12/2016 16:00:00,186.63
2/16/2016 16:00:00,189.78
2/17/2016 16:00:00,192.88
2/18/2016 16:00:00,192.09
2/19/2016 16:00:00,192
2/22/2016 16:00:00,194.78
2/23/2016 16:00:00,192.32
2/24/2016 16:00:00,193.2
2/25/2016 16:00:00,195.54
2/26/2016 16:00:00,195.09
2/29/2016 16:00:00,193.56
3/1/2016 16:00:00,198.11
3/2/2016 16:00:00,199
3/3/2016 16:00:00,199.78
3/4/2016 16:00:00,200.43
3/7/2016 16:00:00,200.59
3/8/2016 16:00:00,198.4
3/9/2016 16:00:00,199.38
3/10/2016 16:00:00,199.54
3/11/2016 16:00:00,202.76
3/14/2016 16:00:00,202.5
3/15/2016 16:00:00,202.17
3/16/2016 16:00:00,203.34
3/17/2016 16:00:00,204.63
3/18/2016 16:00:00,204.38
3/21/2016 16:00:00,204.67
3/22/2016 16:00:00,204.56
3/23/2016 16:00:00,203.21
3/24/2016 16:00:00,203.12
3/28/2016 16:00:00,203.24
3/29/2016 16:00:00,205.12
3/30/2016 16:00:00,206.02
3/31/2016 16:00:00,205.52
4/1/2016 16:00:00,206.92
4/4/2016 16:00:00,206.25
4/5/2016 16:00:00,204.19
4/6/2016 16:00:00,206.42
4/7/2016 16:00:00,203.95
4/8/2016 16:00:00,204.5
4/11/2016 16:00:00,204.02
4/12/2016 16:00:00,205.92
4/13/2016 16:00:00,208
4/14/2016 16:00:00,208.01
4/15/2016 16:00:00,207.78
4/18/2016 16:00:00,209.24
4/19/2016 16:00:00,209.9
4/20/2016 16:00:00,210.1
4/21/2016 16:00:00,208.97
4/22/2016 16:00:00,208.97
4/25/2016 16:00:00,208.61
4/26/2016 16:00:00,208.92
4/27/2016 16:00:00,209.35
4/28/2016 16:00:00,207.45
4/29/2016 16:00:00,206.33
5/2/2016 16:00:00,207.97
5/3/2016 16:00:00,206.16
5/4/2016 16:00:00,205.01
