Date,BIV,BSV,VB,VV,VXUS
3/2/2020 16:00,90.63,81.87,152.6,142.5,50.8
3/3/2020 16:00,91.53,82.23,149.07,138.52,50.34
3/4/2020 16:00,91.62,82.33,153.78,144.34,51.64
3/5/2020 16:00,91.9,82.4,148.56,139.55,50.4
3/6/2020 16:00,92.22,82.51,145.58,137.16,49.65
3/9/2020 16:00,91.91,82.5,131.72,126.56,45.73
3/10/2020 16:00,90.79,82.08,136.33,132.85,47.5
3/11/2020 16:00,89.67,81.79,127.56,126.16,45.14
3/12/2020 16:00,88.12,81.57,114.12,114.3,40.29
3/13/2020 16:00,88.62,81.46,122.64,124.45,42.85
3/16/2020 16:00,89.35,81.03,106.6,109.53,38.08
3/17/2020 16:00,87.25,80.81,111.09,116.88,40.05
3/18/2020 16:00,85.16,79.99,101.38,110.67,37.33
3/19/2020 16:00,83.77,78.67,104.42,110.66,37.75
3/20/2020 16:00,84.65,80.23,101.42,105.92,37.62
3/23/2020 16:00,86.91,80.95,98.45,102.61,36.75
3/24/2020 16:00,86.72,81.22,108.47,112.59,39.83
3/25/2020 16:00,87.8,81.9,111.89,114.24,41.27
3/26/2020 16:00,88.18,81.86,118.06,120.11,42.89
3/27/2020 16:00,88.67,81.8,114.46,116.75,41.41
3/30/2020 16:00,89.08,81.95,116.79,120.46,42.18
3/31/2020 16:00,89.33,82.18,115.44,118.43,41.96
4/1/2020 16:00,89.05,81.85,108.43,113.24,40.36
4/2/2020 16:00,89.09,81.97,109.19,115.75,41.29
4/3/2020 16:00,89.07,81.78,106.26,114.04,40.43
4/6/2020 16:00,88.97,81.91,114.97,121.64,42.5
4/7/2020 16:00,89.23,81.98,115.63,121.83,42.79
4/8/2020 16:00,89.49,82.14,121.24,125.97,43.21
4/9/2020 16:00,90.6,82.57,125.77,127.99,43.9
4/13/2020 16:00,90.69,82.51,122.4,126.8,43.74
4/14/2020 16:00,90.7,82.61,125.15,130.59,44.51
4/15/2020 16:00,91.27,82.73,120.51,127.85,43.26
4/16/2020 16:00,91.25,82.7,120.09,128.63,43.27
4/17/2020 16:00,91.21,82.71,124.9,132.02,44.4
4/20/2020 16:00,91.11,82.6,123.1,129.85,43.76
4/21/2020 16:00,91.08,82.59,119.79,125.72,42.82
4/22/2020 16:00,91.08,82.55,121.58,128.7,43.69
4/23/2020 16:00,91.18,82.62,122.58,128.59,43.59
4/24/2020 16:00,91.18,82.58,124.56,130.43,43.95
4/27/2020 16:00,90.87,82.56,129.27,132.44,44.57
4/28/2020 16:00,91.14,82.57,130.6,131.69,44.89
4/29/2020 16:00,91.39,82.7,136.24,135.27,46.07
4/30/2020 16:00,91.28,82.68,132.24,133.79,45.15
5/1/2020 16:00,90.97,82.56,127.63,130.29,44.06
5/4/2020 16:00,91.09,82.57,128.09,130.77,44.13
5/5/2020 16:00,91.11,82.55,129.21,131.93,44.29
5/6/2020 16:00,90.79,82.56,128.75,131.21,44.11
5/7/2020 16:00,91.09,82.6,130.95,132.86,44.65
5/8/2020 16:00,90.95,82.63,135.21,135.03,45.39
5/11/2020 16:00,90.74,82.57,134.5,135.2,45.35
5/12/2020 16:00,90.98,82.66,130.1,132.45,44.89
5/13/2020 16:00,91.12,82.71,125.64,130.04,44.56
5/14/2020 16:00,91.25,82.72,126.85,131.62,44.37
5/15/2020 16:00,91.3,82.76,128.24,132.27,44.22
5/18/2020 16:00,91.28,82.71,135.33,136.27,45.94
5/19/2020 16:00,91.45,82.79,133.67,134.95,45.47
5/20/2020 16:00,91.76,82.85,136.69,137.18,46.24
5/21/2020 16:00,91.78,82.76,136.95,136.27,45.78
5/22/2020 16:00,91.86,82.84,137.55,136.6,45.45
5/26/2020 16:00,92,82.86,141.35,138.21,46.71
5/27/2020 16:00,92.08,82.88,144.73,140.17,47.14
5/28/2020 16:00,92.08,82.95,142.61,140.05,47.35
5/29/2020 16:00,92.36,83.01,142.36,140.69,47.41
6/1/2020 16:00,92.34,82.92,144.3,141.35,48.43
6/2/2020 16:00,92.34,82.91,145.51,142.54,49.15
6/3/2020 16:00,92.01,82.87,149.29,144.53,50.21
6/4/2020 16:00,91.98,82.82,148.98,143.92,49.86
6/5/2020 16:00,91.84,82.75,153.67,147.59,50.83
6/8/2020 16:00,91.92,82.77,156.76,149.5,51.42
6/9/2020 16:00,92.06,82.8,153.67,148.43,50.86
6/10/2020 16:00,92.57,82.96,150.2,147.58,50.8
6/11/2020 16:00,92.4,82.86,139.83,139.02,48.06
6/12/2020 16:00,92.41,82.85,142.79,140.82,48.99
6/15/2020 16:00,92.87,83.05,145.52,142.16,49.04
6/16/2020 16:00,92.96,83,148.44,144.81,49.6
6/17/2020 16:00,92.92,83,146.71,144.21,49.73
6/18/2020 16:00,92.9,82.98,146.58,144.34,49.62
6/19/2020 16:00,92.95,83,145.96,143.64,49.42
6/22/2020 16:00,92.87,83.01,146.69,144.52,49.8
6/23/2020 16:00,92.9,83.02,147.17,145.2,50.1
6/24/2020 16:00,92.83,83.03,142.34,141.5,49.02
6/25/2020 16:00,92.89,83.03,143.92,142.36,49.52
6/26/2020 16:00,92.94,83.06,140.71,138.96,48.87
6/29/2020 16:00,93.16,83.09,143.87,141.07,49.26
6/30/2020 16:00,93.19,83.12,145.72,143,49.17
7/1/2020 16:00,93.08,83.02,145.24,144.11,49.42
7/2/2020 16:00,93.21,83.08,145.9,144.77,50.15
7/6/2020 16:00,93.23,83.03,147.27,147.14,51.27
7/7/2020 16:00,93.21,83.06,144.8,145.63,50.56
7/8/2020 16:00,93.24,83.04,145.97,146.94,51.21
7/9/2020 16:00,93.41,83.04,144.04,146.19,50.76
7/10/2020 16:00,93.28,83.04,145.7,147.7,51.02
7/13/2020 16:00,93.29,83.05,143.34,146.13,50.69
7/14/2020 16:00,93.43,83.08,145.48,148.08,51.26
7/15/2020 16:00,93.48,83.09,150.05,149.51,51.71
7/16/2020 16:00,93.52,83.11,149.37,148.91,51.25
7/17/2020 16:00,93.64,83.13,149.88,149.47,51.54
7/20/2020 16:00,93.69,83.12,149.88,150.82,51.89
7/21/2020 16:00,93.82,83.17,151.26,151.08,52.18
7/22/2020 16:00,93.9,83.18,152.24,151.84,52.2
7/23/2020 16:00,93.97,83.14,152.1,149.91,51.8
7/24/2020 16:00,93.86,83.14,150.23,148.99,51.61
7/27/2020 16:00,93.77,83.12,151.7,150.1,52.35
7/28/2020 16:00,93.83,83.14,150.34,149.14,51.98
7/29/2020 16:00,94.08,83.2,153.66,150.98,52.64
7/30/2020 16:00,94.11,83.24,153.37,150.55,51.98
7/31/2020 16:00,94.23,83.3,152.42,151.55,51.21
8/3/2020 16:00,94.12,83.17,154.5,152.8,51.95
8/4/2020 16:00,94.33,83.21,155.25,153.4,52.35
8/5/2020 16:00,94.21,83.16,157.35,154.36,52.66
8/6/2020 16:00,94.37,83.19,157.02,155.27,52.82
8/7/2020 16:00,94.17,83.15,158.04,155.21,52.35
8/10/2020 16:00,94.14,83.18,158.79,155.64,52.51
8/11/2020 16:00,93.81,83.09,158.1,154.23,52.63
8/12/2020 16:00,93.7,83.07,158.81,156.45,53.59
8/13/2020 16:00,93.4,83.01,158.73,156.42,53.36
8/14/2020 16:00,93.38,83.05,158.56,156.33,53.1
8/17/2020 16:00,93.5,83.05,159.36,157.06,53.6
8/18/2020 16:00,93.68,83.11,158.16,157.42,53.58
8/19/2020 16:00,93.53,83.14,157.69,156.71,53.25
8/20/2020 16:00,93.72,83.14,156.98,157.45,53.11
8/21/2020 16:00,93.79,83.12,156.4,157.89,52.99
8/24/2020 16:00,93.73,83.11,158.16,159.4,53.6
8/25/2020 16:00,93.54,83.06,158.36,159.97,53.8
8/26/2020 16:00,93.51,83.09,158.05,161.73,54.08
8/27/2020 16:00,93.35,83.07,158.83,162.19,53.61
8/28/2020 16:00,93.48,83.13,159.94,163.15,54.1
8/31/2020 16:00,93.65,83.16,158.46,163.11,53.48
9/1/2020 16:00,93.74,83.09,160.3,164.49,53.8
9/2/2020 16:00,93.81,83.09,162.04,166.66,54.25
9/3/2020 16:00,93.89,83.08,156.74,160.87,53.07
9/4/2020 16:00,93.44,83,155.7,159.47,53.18
9/8/2020 16:00,93.47,83.01,152.36,154.83,52.42
9/9/2020 16:00,93.51,83.04,154.55,157.91,53.31
9/10/2020 16:00,93.52,83.03,152.67,155.37,52.65
9/11/2020 16:00,93.65,83.06,151.94,155.29,53.14
9/14/2020 16:00,93.64,83.06,155.77,157.61,53.6
9/15/2020 16:00,93.67,83.07,156.34,158.59,53.97
9/16/2020 16:00,93.67,83.07,157.12,157.94,53.89
9/17/2020 16:00,93.67,83.04,156.2,156.51,53.87
9/18/2020 16:00,93.63,83.04,155.14,154.87,53.47
9/21/2020 16:00,93.63,83.01,151.39,153.34,52.12
9/22/2020 16:00,93.65,83.04,152.74,154.86,52.02
9/23/2020 16:00,93.46,82.99,149.11,151.16,51.39
9/24/2020 16:00,93.37,82.96,148.88,151.42,51.3
9/25/2020 16:00,93.41,82.96,150.83,153.37,51.49
9/28/2020 16:00,93.51,83.04,154.01,155.93,52.19
9/29/2020 16:00,93.6,83.05,153.2,155.24,52.12
9/30/2020 16:00,93.48,83.05,153.8,156.44,52.17
10/1/2020 16:00,93.38,82.95,156,157.61,52.59
10/2/2020 16:00,93.34,82.92,156.78,156.06,52.36
10/5/2020 16:00,93.02,82.9,160.31,158.67,53.13
10/6/2020 16:00,93.09,82.86,159.93,156.57,52.75
10/7/2020 16:00,93.04,82.85,163.03,159.13,53.28
10/8/2020 16:00,93.15,82.87,165.01,160.59,53.65
10/9/2020 16:00,93.22,82.9,165.78,162.06,54.02
10/12/2020 16:00,93.32,82.91,166.92,164.53,54.34
10/13/2020 16:00,93.37,82.96,165.74,163.8,53.87
10/14/2020 16:00,93.48,82.95,165,162.69,53.69
10/15/2020 16:00,93.32,82.93,166.1,162.5,53.13
10/16/2020 16:00,93.34,82.95,165.64,162.37,53.35
10/19/2020 16:00,93.19,82.89,163.68,159.84,53.11
10/20/2020 16:00,93.12,82.9,164.32,160.46,53.51
10/21/2020 16:00,93.02,82.9,163,159.98,53.36
10/22/2020 16:00,92.87,82.88,165.64,160.99,53.37
10/23/2020 16:00,92.98,82.9,166.67,161.41,53.67
10/26/2020 16:00,93.08,82.9,163.03,158.58,52.77
10/27/2020 16:00,93.26,82.93,161.48,158.05,52.58
10/28/2020 16:00,93.13,82.93,156.73,152.65,51.08
10/29/2020 16:00,92.9,82.86,158.4,154.18,51.39
10/30/2020 16:00,92.69,82.83,157.11,152.54,50.97
11/2/2020 16:00,92.69,82.74,159.62,154,51.68
11/3/2020 16:00,92.55,82.72,163.48,156.75,52.68
11/4/2020 16:00,93.3,82.85,164.53,160.56,53.5
11/5/2020 16:00,93.32,82.84,168.71,163.77,54.66
11/6/2020 16:00,93.16,82.81,167.57,163.86,54.83
11/9/2020 16:00,92.76,82.71,172.59,165.28,55.98
11/10/2020 16:00,92.62,82.67,174.22,164.76,56.16
11/11/2020 16:00,92.65,82.73,174.39,166.16,56.55
11/12/2020 16:00,93.02,82.77,171.85,164.78,55.79
11/13/2020 16:00,93.03,82.78,175.31,166.7,56.57
11/16/2020 16:00,93.07,82.8,178.92,168.73,57.28
11/17/2020 16:00,93.24,82.82,179.58,168.22,57.28
11/18/2020 16:00,93.23,82.8,177.33,166.34,57.01
11/19/2020 16:00,93.33,82.82,179.07,167.17,57.34
11/20/2020 16:00,93.44,82.84,179.04,166.23,57.52
11/23/2020 16:00,93.32,82.84,181.96,167.25,57.6
11/24/2020 16:00,93.27,82.86,184.78,169.95,58.45
11/25/2020 16:00,93.34,82.86,184.02,169.98,58.25
11/27/2020 13:00,93.55,82.89,184.81,170.49,58.68
11/30/2020 16:00,93.62,82.91,181.9,169.49,57.4
12/1/2020 16:00,93.16,82.75,183.65,171.5,58.7
12/2/2020 16:00,93.05,82.73,183.6,171.78,58.74
12/3/2020 16:00,93.21,82.81,185.11,171.86,59.01
12/4/2020 16:00,93.03,82.8,188.57,173.45,59.55
12/7/2020 16:00,93.17,82.82,188.09,173.25,59.25
12/8/2020 16:00,93.21,82.82,189.73,173.86,59.4
12/9/2020 16:00,92.97,82.77,188.64,172,59.33
12/10/2020 16:00,93.2,82.85,190.23,172.15,59.59
12/11/2020 16:00,93.34,82.9,189.63,171.93,59.3
12/14/2020 16:00,93.38,82.87,189.34,171.39,59.31
12/15/2020 16:00,93.37,82.89,193.07,173.6,59.95
12/16/2020 16:00,93.34,82.89,192.68,173.81,60.1
12/17/2020 16:00,93.37,82.89,194.7,175.04,60.52
12/18/2020 16:00,93.36,82.91,193.84,174.68,60.28
12/21/2020 16:00,93.31,82.89,193.85,174.18,58.95
12/22/2020 16:00,93.45,82.91,195.48,173.99,58.78
12/23/2020 16:00,92.62,82.83,196.91,173.97,59.33
12/24/2020 13:00,92.71,82.86,195.89,173.92,59.36
12/28/2020 16:00,92.7,82.84,194.92,174.93,59.72
12/29/2020 16:00,92.81,82.86,192.79,174.74,60.22
12/30/2020 16:00,92.85,82.86,194.81,174.96,60.55
12/31/2020 16:00,92.85,82.9,194.68,175.74,60.16
1/4/2021 16:00,92.83,82.89,191.53,173.39,60.52
1/5/2021 16:00,92.7,82.85,194.27,174.58,61.4
1/6/2021 16:00,92.29,82.77,200.53,175.31,61.73
1/7/2021 16:00,92.17,82.76,203.84,178.09,61.99
1/8/2021 16:00,91.98,82.72,203.76,179.26,62.78
1/11/2021 16:00,91.79,82.72,203.76,178.11,61.95
1/12/2021 16:00,91.82,82.73,206.8,178.14,62.27
1/13/2021 16:00,92.09,82.78,205.56,178.58,62.26
1/14/2021 16:00,92.03,82.77,208.14,177.97,62.81
1/15/2021 16:00,92.1,82.76,205.36,176.69,61.85
1/19/2021 16:00,92.14,82.79,207.73,178.06,62.47
1/20/2021 16:00,92.16,82.8,208.99,180.49,63.15
1/21/2021 16:00,92.1,82.83,207.43,180.7,63.23
1/22/2021 16:00,92.1,82.79,208.35,180.16,62.8
1/25/2021 16:00,92.3,82.85,207.65,180.87,62.89
1/26/2021 16:00,92.34,82.83,205.77,180.33,62.77
1/27/2021 16:00,92.41,82.85,200.98,175.76,61.31
1/28/2021 16:00,92.25,82.81,202.26,177.54,61.74
1/29/2021 16:00,92.17,82.85,198.59,174.25,60.31
2/1/2021 16:00,92.09,82.76,202.84,176.9,61.4
2/2/2021 16:00,91.95,82.75,205.64,179.74,62.14
2/3/2021 16:00,91.87,82.72,206.21,179.81,62.37
2/4/2021 16:00,91.93,82.73,209.53,181.95,62.43
2/5/2021 16:00,91.84,82.74,211.94,182.81,62.86
2/8/2021 16:00,91.83,82.74,215.74,184.14,63.25
2/9/2021 16:00,91.87,82.75,216.29,184.09,63.68
2/10/2021 16:00,92.04,82.77,215.9,184.06,63.6
2/11/2021 16:00,91.98,82.78,216.77,184.36,64.08
2/12/2021 16:00,91.75,82.75,217.9,185.4,64.39
2/16/2021 16:00,91.2,82.68,216.62,185.17,64.68
2/17/2021 16:00,91.36,82.7,215.48,184.98,64.4
2/18/2021 16:00,91.32,82.71,212.64,184.35,63.86
2/19/2021 16:00,90.99,82.66,216.42,183.95,64.22
2/22/2021 16:00,90.82,82.63,214.68,182.31,63.54
2/23/2021 16:00,90.91,82.65,213.91,182.38,63.7
2/24/2021 16:00,90.87,82.63,218.14,184.11,63.72
2/25/2021 16:00,89.67,82.31,211.02,179.63,62.57
2/26/2021 16:00,90.32,82.43,210.84,178.78,61.7
3/1/2021 16:00,90.29,82.41,217.07,183.22,63.05
3/2/2021 16:00,90.35,82.45,213.59,181.62,62.8
3/3/2021 16:00,89.91,82.36,211,178.85,62.5
3/4/2021 16:00,89.53,82.27,206.13,176.48,61.7
3/5/2021 16:00,89.39,82.25,209.96,179.67,62.16
3/8/2021 16:00,88.82,82.08,210.27,178.57,61.51
3/9/2021 16:00,89.24,82.14,213,181.32,62.46
3/10/2021 16:00,89.41,82.2,215.48,182.4,62.63
3/11/2021 16:00,89.46,82.26,219.82,184.64,63.51
3/12/2021 16:00,88.95,82.18,221.23,184.76,63.31
3/15/2021 16:00,89.03,82.2,223.48,185.98,63.44
3/16/2021 16:00,89.11,82.23,220.44,185.63,63.59
3/17/2021 16:00,89.12,82.29,221.84,186.2,63.85
3/18/2021 16:00,88.65,82.2,216.18,183.29,63.1
3/19/2021 16:00,88.61,82.18,217.39,183.13,63.42
3/22/2021 16:00,88.82,82.2,216.25,184.53,63.26
3/23/2021 16:00,89.11,82.27,210.07,183.07,62.3
3/24/2021 16:00,89.12,82.27,206.87,181.83,61.63
3/25/2021 16:00,89.18,82.31,210.35,182.18,62.03
3/26/2021 16:00,88.92,82.26,214.12,185.03,63.05
3/29/2021 16:00,88.73,82.23,209.98,184.83,62.7
3/30/2021 16:00,88.72,82.2,212.57,184.35,62.72
3/31/2021 16:00,88.73,82.19,214.08,185.3,62.7
4/1/2021 16:00,88.54,82.12,217.38,187.36,63.55
4/5/2021 16:00,88.27,82.08,218.22,190.02,64.25
4/6/2021 16:00,88.64,82.18,218.51,189.95,63.88
4/7/2021 16:00,88.67,82.21,216.09,190.22,63.73
4/8/2021 16:00,88.93,82.25,217.44,191.33,64.13
4/9/2021 16:00,88.79,82.19,217.96,192.73,64.12
4/12/2021 16:00,88.72,82.16,218.2,192.57,63.74
4/13/2021 16:00,89.01,82.23,218.13,193.5,64.11
4/14/2021 16:00,88.94,82.22,219.41,192.66,64.28
4/15/2021 16:00,89.36,82.29,220.67,194.92,64.72
4/16/2021 16:00,89.1,82.26,221.61,195.46,65.15
4/19/2021 16:00,89.03,82.26,219.37,194.36,64.95
4/20/2021 16:00,89.25,82.29,215.85,192.84,64.05
4/21/2021 16:00,89.3,82.29,220.16,194.71,64.66
4/22/2021 16:00,89.34,82.32,219.21,192.9,64.39
4/23/2021 16:00,89.28,82.31,222.96,195.2,65.12
4/26/2021 16:00,89.26,82.29,225.24,195.63,65.2
4/27/2021 16:00,89.02,82.26,225.4,195.66,65.1
4/28/2021 16:00,89.08,82.29,225.69,195.41,65.37
4/29/2021 16:00,89.04,82.29,225.43,196.57,65.36
4/30/2021 16:00,89.1,82.31,222.49,195.26,64.44
5/3/2021 16:00,89.05,82.24,223.03,195.42,64.99
5/4/2021 16:00,89.17,82.25,221.27,193.99,64.15
5/5/2021 16:00,89.28,82.32,220.86,193.85,64.81
5/6/2021 16:00,89.35,82.3,221.1,195.12,65.31
5/7/2021 16:00,89.43,82.36,223.56,196.68,66.08
5/10/2021 16:00,89.26,82.33,219.85,194.78,65.54
5/11/2021 16:00,89.15,82.29,218.43,193.14,64.83
5/12/2021 16:00,88.75,82.23,211.77,188.82,63.56
5/13/2021 16:00,89.04,82.29,214.8,190.95,63.9
5/14/2021 16:00,89.16,82.31,219.7,194.04,64.97
5/17/2021 16:00,89.14,82.3,219.39,193.51,64.87
5/18/2021 16:00,89.13,82.32,217.73,192,65.26
5/19/2021 16:00,88.9,82.28,216.27,191.43,64.8
5/20/2021 16:00,89.22,82.34,217.59,193.76,65.5
5/21/2021 16:00,89.25,82.34,217.86,193.63,65.32
5/24/2021 16:00,89.3,82.36,219.46,195.62,65.79
5/25/2021 16:00,89.61,82.4,217.92,195.25,65.97
5/26/2021 16:00,89.5,82.39,220.67,195.73,66.12
5/27/2021 16:00,89.39,82.36,222.63,195.73,66.27
5/28/2021 16:00,89.45,82.4,222.58,196.18,66.42
6/1/2021 16:00,89.3,82.3,224.56,195.99,67.05
6/2/2021 16:00,89.42,82.32,224.77,196.28,67.2
6/3/2021 16:00,89.13,82.24,223.04,195.43,66.69
6/4/2021 16:00,89.55,82.33,224.11,197.24,67.33
6/7/2021 16:00,89.49,82.32,225.6,197.19,67.38
6/8/2021 16:00,89.72,82.35,228.05,197.26,67.27
6/9/2021 16:00,89.92,82.37,226.54,196.96,67.04
6/10/2021 16:00,90.15,82.43,225.88,197.89,67.34
6/11/2021 16:00,90.12,82.39,227.78,198.43,67.42
6/14/2021 16:00,89.88,82.35,226.74,198.91,67.5
6/15/2021 16:00,89.93,82.34,225.9,198.38,67.44
6/16/2021 16:00,89.36,82.16,225.24,197.38,66.86
6/17/2021 16:00,89.61,82.13,222.39,197.6,66.55
6/18/2021 16:00,89.93,82.1,218.33,195.15,65.49
6/21/2021 16:00,89.71,82.1,223.04,197.72,65.73
6/22/2021 16:00,89.86,82.17,223.69,198.82,65.72
6/23/2021 16:00,89.72,82.12,224.15,198.71,65.52
6/24/2021 16:00,89.78,82.11,226.02,199.35,66.11
6/25/2021 16:00,89.64,82.09,227.35,200,66.41
6/28/2021 16:00,89.83,82.13,225.69,200.57,66.14
6/29/2021 16:00,89.94,82.15,225.37,200.71,66.12
6/30/2021 16:00,89.96,82.16,225.28,200.75,65.68
7/1/2021 16:00,89.79,82.06,226.86,201.7,65.74
7/2/2021 16:00,90.02,82.12,225.89,203.18,65.83
7/6/2021 16:00,90.37,82.19,223.43,202.96,65.29
7/7/2021 16:00,90.57,82.23,222.36,203.54,65.5
7/8/2021 16:00,90.73,82.29,220.02,201.87,64.5
7/9/2021 16:00,90.43,82.23,224.65,204.03,65.61
7/12/2021 16:00,90.34,82.18,225.03,204.68,65.75
7/13/2021 16:00,90.1,82.11,221.33,203.88,65.56
7/14/2021 16:00,90.42,82.19,218.82,203.92,65.67
7/15/2021 16:00,90.62,82.21,217.74,203.3,65.33
7/16/2021 16:00,90.62,82.18,215.3,201.86,64.83
7/19/2021 16:00,91.15,82.3,211.9,199.12,63.73
7/20/2021 16:00,91.07,82.32,217.83,202.04,64.1
7/21/2021 16:00,90.76,82.29,221.04,203.69,64.92
7/22/2021 16:00,90.96,82.33,218.8,204.2,65
7/23/2021 16:00,90.9,82.33,220.18,206.36,65.07
7/26/2021 16:00,90.85,82.33,220.64,206.83,64.8
7/27/2021 16:00,91.07,82.35,219,205.76,64.23
7/28/2021 16:00,91.17,82.39,220.98,205.83,64.92
7/29/2021 16:00,90.98,82.35,222.78,206.61,65.32
7/30/2021 16:00,91.12,82.39,221.95,205.48,64.94
8/2/2021 16:00,91.29,82.38,221.06,204.99,65.21
8/3/2021 16:00,91.32,82.4,222.31,206.66,65.64
8/4/2021 16:00,91.25,82.35,220.17,205.76,65.58
8/5/2021 16:00,90.99,82.26,222.92,207.16,65.77
8/6/2021 16:00,90.57,82.18,223.58,207.35,65.46
8/9/2021 16:00,90.39,82.13,222.62,207.31,65.47
8/10/2021 16:00,90.24,82.07,223.12,207.29,65.59
8/11/2021 16:00,90.35,82.13,224.66,207.72,65.99
8/12/2021 16:00,90.32,82.11,224.17,208.39,65.77
8/13/2021 16:00,90.66,82.17,223.32,208.76,65.99
8/16/2021 16:00,90.83,82.23,221.82,209.11,65.55
8/17/2021 16:00,90.74,82.19,218.99,207.77,64.75
8/18/2021 16:00,90.65,82.15,217.19,205.57,64.62
8/19/2021 16:00,90.81,82.15,215.1,205.77,63.86
8/20/2021 16:00,90.72,82.16,217.95,207.47,64.03
8/23/2021 16:00,90.81,82.18,220.91,209.34,64.72
8/24/2021 16:00,90.62,82.16,223.2,209.81,65.31
8/25/2021 16:00,90.4,82.14,224.45,210.25,65.37
8/26/2021 16:00,90.38,82.13,222.37,209.08,64.93
8/27/2021 16:00,90.66,82.21,227.33,210.87,65.64
8/30/2021 16:00,90.78,82.26,226.78,211.84,65.66
8/31/2021 16:00,90.74,82.26,226.31,211.49,65.89
9/1/2021 16:00,90.57,82.18,227.67,211.66,66.47
9/2/2021 16:00,90.68,82.19,229.42,212.27,66.65
9/3/2021 16:00,90.57,82.18,228.78,212.29,67
9/7/2021 16:00,90.25,82.11,226.84,211.52,66.98
9/8/2021 16:00,90.45,82.14,225.24,211.1,66.3
9/9/2021 16:00,90.65,82.17,224.79,210.35,66.24
9/10/2021 16:00,90.5,82.15,222.74,208.73,66.12
9/13/2021 16:00,90.53,82.16,223.69,209.06,66.55
9/14/2021 16:00,90.75,82.18,221.56,207.94,66.21
9/15/2021 16:00,90.67,82.18,224.04,209.69,66.37
9/16/2021 16:00,90.45,82.13,223.99,209.48,66.05
9/17/2021 16:00,90.28,82.09,223.08,207.63,65.34
9/20/2021 16:00,90.54,82.13,219.07,203.96,63.62
9/21/2021 16:00,90.52,82.15,218.96,204.04,64.19
9/22/2021 16:00,90.55,82.06,222.17,205.9,64.7
9/23/2021 16:00,90.04,82,225.62,208.38,65.35
9/24/2021 16:00,89.87,81.95,224.36,208.02,64.73
9/27/2021 16:00,89.7,81.93,226.26,207.33,64.83
9/28/2021 16:00,89.41,81.9,222.03,202.88,63.58
9/29/2021 16:00,89.42,81.94,221.84,203.08,63.31
9/30/2021 16:00,89.44,81.94,218.67,200.92,63.26
10/1/2021 16:00,89.66,81.98,222.08,203.23,63.44
10/4/2021 16:00,89.59,81.93,220.33,200.26,62.78
10/5/2021 16:00,89.4,81.88,220.93,202.52,63.16
10/6/2021 16:00,89.37,81.86,220.59,203.54,62.79
10/7/2021 16:00,89.07,81.81,223.57,205.36,63.51
10/8/2021 16:00,88.89,81.76,222.26,204.86,63.59
10/11/2021 16:00,88.69,81.66,221.13,203.39,63.4
10/12/2021 16:00,88.99,81.72,222.2,203.09,63.36
10/13/2021 16:00,89.1,81.69,223.25,203.99,64.08
10/14/2021 16:00,89.3,81.72,226.98,207.5,64.62
10/15/2021 16:00,88.98,81.62,226.66,209.04,65.18
10/18/2021 16:00,88.81,81.52,227.01,209.81,64.98
10/19/2021 16:00,88.58,81.55,227.88,211.35,65.5
10/20/2021 16:00,88.55,81.57,229.52,212.19,65.67
10/21/2021 16:00,88.34,81.4,230.17,212.86,65.28
10/22/2021 16:00,88.48,81.41,230.18,212.39,65.48
10/25/2021 16:00,88.6,81.5,231.83,213.53,65.55
10/26/2021 16:00,88.72,81.46,230.18,213.72,65.5
10/27/2021 16:00,88.99,81.48,226.09,212.42,65.15
10/28/2021 16:00,88.85,81.46,229.91,214.63,65.63
10/29/2021 16:00,88.84,81.44,229.49,215.1,65.08
11/1/2021 16:00,88.66,81.38,234.51,215.41,65.71
11/2/2021 16:00,88.89,81.48,234.43,216.19,65.38
11/3/2021 16:00,88.77,81.47,237.49,217.62,65.81
11/4/2021 16:00,89.07,81.57,236.45,218.55,65.74
11/5/2021 16:00,89.49,81.66,238.81,219.18,65.88
11/8/2021 16:00,89.16,81.52,239.37,219.63,66.09
11/9/2021 16:00,89.41,81.58,238.74,218.94,65.89
